# !!! ------------------------------- NOTE!! --------------------------------- !!!
# !!! THESE COMPOUNDS ARE READ FROM THE DEFINITION FILE, NOT KPP OUTPUT. THIS  !!!
# !!! MEANS THAT THE NUMBER OF COMPOUNDS MAY BE MORE THAN IS ACTUALLY IN THE   !!!
# !!! SCHEME. ALSO, THE ORDER OF COMPOUNDS IS _NOT_ THE SAME AS THE INDICES IN !!!
# !!! CHEMISTRY. THE INFORMATION IN THIS FILE SHOULD BE USED IN A DICTIONARY.  !!! 
# If all atoms are zero, scheme definition had IGNORE in elemental composition
# name                         mass          C  H  O  N  S Cl Br  I  is_Radical
HO2MC5NO3                      163.17300000  6 13  4  1  0  0  0  0   0
M2PEBOOH                       118.17600000  6 14  2  0  0  0  0  0   0
M2PEBOH                        102.17700000  6 14  1  0  0  0  0  0   0
HO2MC5OOH                      134.17500000  6 14  3  0  0  0  0  0   0
C64O2                          147.15000000  6 11  4  0  0  0  0  0   1
C64O                           131.15100000  6 11  3  0  0  0  0  0   0
C64NO3                         177.15600000  6 11  5  1  0  0  0  0   0
CO24C5                         100.11700000  5  8  2  0  0  0  0  0   0
C64OOH                         148.15800000  6 12  4  0  0  0  0  0   0
C64OH                          132.15900000  6 12  3  0  0  0  0  0   0
ACETOL                          74.07900000  3  6  2  0  0  0  0  0   0
C65OOH                         146.14200000  6 10  4  0  0  0  0  0   0
C65OH                          130.14300000  6 10  3  0  0  0  0  0   0
CO2C54O2                       117.12400000  5  9  3  0  0  0  0  0   1
CO2C54CO3                      145.13400000  6  9  4  0  0  0  0  0   1
C65O2                          145.13400000  6  9  4  0  0  0  0  0   1
C65O                           129.13500000  6  9  3  0  0  0  0  0   0
C6PAN5                         191.13900000  6  9  6  1  0  0  0  0   0
CO2C54CO3H                     146.14200000  6 10  4  0  0  0  0  0   0
CO2C54CO2H                     130.14300000  6 10  3  0  0  0  0  0   0
M2PECO                         101.16900000  6 13  1  0  0  0  0  0   0
M2PECNO3                       147.17400000  6 13  3  1  0  0  0  0   0
EIPK                           100.16100000  6 12  1  0  0  0  0  0   0
M2PECOOH                       118.17600000  6 14  2  0  0  0  0  0   0
M2PECOH                        102.17700000  6 14  1  0  0  0  0  0   0
IPRCO3                         103.09700000  4  7  3  0  0  0  0  0   1
EIPKAO2                        131.15100000  6 11  3  0  0  0  0  0   1
EIPKBO2                        131.15100000  6 11  3  0  0  0  0  0   1
EIPKAO                         115.15200000  6 11  2  0  0  0  0  0   0
EIPKBO                         115.15200000  6 11  2  0  0  0  0  0   0
EIPKBNO3                       161.15700000  6 11  4  1  0  0  0  0   0
C66O2                          147.15000000  6 11  4  0  0  0  0  0   1
C66O                           131.15100000  6 11  3  0  0  0  0  0   0
HOIPRCO3                       119.09600000  4  7  4  0  0  0  0  0   1
EIPKAOOH                       132.15900000  6 12  3  0  0  0  0  0   0
EIPKAOH                        116.16000000  6 12  2  0  0  0  0  0   0
EIPKBOOH                       132.15900000  6 12  3  0  0  0  0  0   0
CO3C54CHO                      114.14400000  6 10  2  0  0  0  0  0   0
EIPKBOH                        116.16000000  6 12  2  0  0  0  0  0   0
C66OOH                         148.15800000  6 12  4  0  0  0  0  0   0
C66CO                          130.14300000  6 10  3  0  0  0  0  0   0
C66OH                          132.15900000  6 12  3  0  0  0  0  0   0
HYPROPO2                        91.08600000  3  7  3  0  0  0  0  0   1
DIEKAO2                        117.12400000  5  9  3  0  0  0  0  0   1
CO3C54CO3                      145.13400000  6  9  4  0  0  0  0  0   1
C6PAN6                         191.13900000  6  9  6  1  0  0  0  0   0
CO3C54CO3H                     146.14200000  6 10  4  0  0  0  0  0   0
CO23C5                         100.11700000  5  8  2  0  0  0  0  0   0
C23C54CHO                      128.12700000  6  8  3  0  0  0  0  0   0
IBUDIALCO3                     117.08000000  4  5  4  0  0  0  0  0   1
C23C54CO3                      159.11700000  6  7  5  0  0  0  0  0   1
CO23C54O2                      131.10700000  5  7  4  0  0  0  0  0   1
C6PAN7                         205.12200000  6  7  7  1  0  0  0  0   0
C23C54CO3H                     160.12500000  6  8  5  0  0  0  0  0   0
C5CO234                        114.10000000  5  6  3  0  0  0  0  0   0
M2PEDO                         101.16900000  6 13  1  0  0  0  0  0   0
M2PEDNO3                       147.17400000  6 13  3  1  0  0  0  0   0
HO2M2C5O2                      133.16700000  6 13  3  0  0  0  0  0   1
HO2M2C5O                       117.16800000  6 13  2  0  0  0  0  0   0
HO2M2C5NO3                     163.17300000  6 13  4  1  0  0  0  0   0
H2M2C4CHO                      116.16000000  6 12  2  0  0  0  0  0   0
M2PEDOOH                       118.17600000  6 14  2  0  0  0  0  0   0
M2PEDOH                        102.17700000  6 14  1  0  0  0  0  0   0
HO2M2C5OOH                     134.17500000  6 14  3  0  0  0  0  0   0
HO2M2C5OH                      118.17600000  6 14  2  0  0  0  0  0   0
HO2M2C4O2                      119.14000000  5 11  3  0  0  0  0  0   1
H2M2C4CO3                      147.15000000  6 11  4  0  0  0  0  0   1
C67O2                          147.15000000  6 11  4  0  0  0  0  0   1
HO2M2C4O                       103.14100000  5 11  2  0  0  0  0  0   0
HO2M2C4NO3                     149.14600000  5 11  4  1  0  0  0  0   0
H2M2C3CHO                      102.13300000  5 10  2  0  0  0  0  0   0
C54O2                          135.13900000  5 11  4  0  0  0  0  0   1
C54O                           119.14000000  5 11  3  0  0  0  0  0   0
C54NO3                         165.14500000  5 11  5  1  0  0  0  0   0
C67O                           131.15100000  6 11  3  0  0  0  0  0   0
C67NO3                         177.15600000  6 11  5  1  0  0  0  0   0
HCOCH2CHO                       72.06300000  3  4  2  0  0  0  0  0   0
C6PAN8                         193.15500000  6 11  6  1  0  0  0  0   0
H2M2C4CO3H                     148.15800000  6 12  4  0  0  0  0  0   0
H2M2C4CO2H                     132.15900000  6 12  3  0  0  0  0  0   0
HO2M2C4OOH                     120.14800000  5 12  3  0  0  0  0  0   0
HO2M2C4OH                      104.14900000  5 12  2  0  0  0  0  0   0
C54OOH                         136.14700000  5 12  4  0  0  0  0  0   0
H13C43CHO                      118.13200000  5 10  3  0  0  0  0  0   0
C54OH                          120.14800000  5 12  3  0  0  0  0  0   0
C67OOH                         148.15800000  6 12  4  0  0  0  0  0   0
C67CHO                         130.14300000  6 10  3  0  0  0  0  0   0
C67OH                          132.15900000  6 12  3  0  0  0  0  0   0
TBUTOLO2                       105.11300000  4  9  3  0  0  0  0  0   1
H2M2C3CO3                      133.12300000  5  9  4  0  0  0  0  0   1
C5PAN11                        179.12800000  5  9  6  1  0  0  0  0   0
H2M2C3CO3H                     134.13100000  5 10  4  0  0  0  0  0   0
IBUTALOH                        88.10600000  4  8  2  0  0  0  0  0   0
H13C43CO3                      149.12200000  5  9  5  0  0  0  0  0   1
C5PAN12                        195.12700000  5  9  7  1  0  0  0  0   0
H13C43CO3H                     150.13000000  5 10  5  0  0  0  0  0   0
C55O2                          133.12300000  5  9  4  0  0  0  0  0   1
C67CO3                         161.13300000  6  9  5  0  0  0  0  0   1
C55O                           117.12400000  5  9  3  0  0  0  0  0   0
IPRHOCO3                       119.09600000  4  7  4  0  0  0  0  0   1
C6PAN9                         207.13800000  6  9  7  1  0  0  0  0   0
C67CO3H                        162.14100000  6 10  5  0  0  0  0  0   0
MIBKHO4CHO                     130.14300000  6 10  3  0  0  0  0  0   0
C55OOH                         134.13100000  5 10  4  0  0  0  0  0   0
C4PAN5                         165.10100000  4  7  6  1  0  0  0  0   0
IPRHOCO3H                      120.10400000  4  8  4  0  0  0  0  0   0
HCOCH2O2                        75.04300000  2  3  3  0  0  0  0  0   1
C3PAN2                         149.05800000  3  3  6  1  0  0  0  0   0
HCOCH2CO3H                     104.06100000  3  4  4  0  0  0  0  0   0
HCOCH2CO2H                      88.06200000  3  4  3  0  0  0  0  0   0
GLYOX                           58.03600000  2  2  2  0  0  0  0  0   0
M3PE                            86.17800000  6 14  0  0  0  0  0  0   0
M3PEAO2                        117.16800000  6 13  2  0  0  0  0  0   1
M3PEBO2                        117.16800000  6 13  2  0  0  0  0  0   1
M3PECO2                        117.16800000  6 13  2  0  0  0  0  0   1
M3PEAO                         101.16900000  6 13  1  0  0  0  0  0   0
M3PEANO3                       147.17400000  6 13  3  1  0  0  0  0   0
H1MC5O2                        133.16700000  6 13  3  0  0  0  0  0   1
H1MC5O                         117.16800000  6 13  2  0  0  0  0  0   0
H1MC5NO3                       163.17300000  6 13  4  1  0  0  0  0   0
H2M3C4CHO                      116.16000000  6 12  2  0  0  0  0  0   0
M3PEAOOH                       118.17600000  6 14  2  0  0  0  0  0   0
M3C4CHO                        100.16100000  6 12  1  0  0  0  0  0   0
M3PEAOH                        102.17700000  6 14  1  0  0  0  0  0   0
H1MC5OOH                       134.17500000  6 14  3  0  0  0  0  0   0
CO2M3C5OH                      116.16000000  6 12  2  0  0  0  0  0   0
HO14M3C5                       118.17600000  6 14  2  0  0  0  0  0   0
M3C4CO3                        131.15100000  6 11  3  0  0  0  0  0   1
C6PAN10                        177.15600000  6 11  5  1  0  0  0  0   0
M3C4CO3H                       132.15900000  6 12  3  0  0  0  0  0   0
H2M3C4O2                       119.14000000  5 11  3  0  0  0  0  0   1
H2M3C4CO3                      147.15000000  6 11  4  0  0  0  0  0   1
C68O2                          147.15000000  6 11  4  0  0  0  0  0   1
H2M3C4O                        103.14100000  5 11  2  0  0  0  0  0   0
H2M3C4NO3                      149.14600000  5 11  4  1  0  0  0  0   0
HO2C43CHO                      102.13300000  5 10  2  0  0  0  0  0   0
C56O2                          135.13900000  5 11  4  0  0  0  0  0   1
C56O                           119.14000000  5 11  3  0  0  0  0  0   0
C56NO3                         151.11800000  4  9  5  1  0  0  0  0   0
C68O                           131.15100000  6 11  3  0  0  0  0  0   0
C68NO3                         177.15600000  6 11  5  1  0  0  0  0   0
C6PAN11                        193.15500000  6 11  6  1  0  0  0  0   0
H2M3C4CO3H                     148.15800000  6 12  4  0  0  0  0  0   0
H2M3C4CO2H                     132.15900000  6 12  3  0  0  0  0  0   0
H2M3C4OOH                      120.14800000  5 12  3  0  0  0  0  0   0
HO13M2C4                       104.14900000  5 12  2  0  0  0  0  0   0
C56OOH                         136.14700000  5 12  4  0  0  0  0  0   0
C42CHO                         118.13200000  5 10  3  0  0  0  0  0   0
C56OH                          120.14800000  5 12  3  0  0  0  0  0   0
C68OOH                         148.15800000  6 12  4  0  0  0  0  0   0
C68OH                          132.15900000  6 12  3  0  0  0  0  0   0
MIPKBOH                        102.13300000  5 10  2  0  0  0  0  0   0
C42CO3                         149.12200000  5  9  5  0  0  0  0  0   1
C5PAN13                        195.12700000  5  9  7  1  0  0  0  0   0
C42CO3H                        150.13000000  5 10  5  0  0  0  0  0   0
BUT2OLO2                       105.11300000  4  9  3  0  0  0  0  0   1
HO2C43CO3                      133.12300000  5  9  4  0  0  0  0  0   1
CO2C43CHO                      100.11700000  5  8  2  0  0  0  0  0   0
C5PAN14                        179.12800000  5  9  6  1  0  0  0  0   0
HO2C43CO3H                     134.13100000  5 10  4  0  0  0  0  0   0
HO2C43CO2H                     118.13200000  5 10  3  0  0  0  0  0   0
BUT2OLO                         88.10600000  4  8  2  0  0  0  0  0   0
M3PEBO                         101.16900000  6 13  1  0  0  0  0  0   0
M3PEBNO3                       147.17400000  6 13  3  1  0  0  0  0   0
M2BK                           100.16100000  6 12  1  0  0  0  0  0   0
H2MC5O2                        133.16700000  6 13  3  0  0  0  0  0   1
H2MC5O                         117.16800000  6 13  2  0  0  0  0  0   0
H2MC5NO3                       163.17300000  6 13  4  1  0  0  0  0   0
M3PEBOOH                       118.17600000  6 14  2  0  0  0  0  0   0
M3PEBOH                        102.17700000  6 14  1  0  0  0  0  0   0
H2MC5OOH                       134.17500000  6 14  3  0  0  0  0  0   0
M2BKAO2                        131.15100000  6 11  3  0  0  0  0  0   1
M2BKBO2                        131.15100000  6 11  3  0  0  0  0  0   1
M2BKAO                         115.15200000  6 11  2  0  0  0  0  0   0
M2BKANO3                       161.15700000  6 11  4  1  0  0  0  0   0
CO24M3C5                       114.14400000  6 10  2  0  0  0  0  0   0
C69O2                          147.15000000  6 11  4  0  0  0  0  0   1
C69O                           131.15100000  6 11  3  0  0  0  0  0   0
M2BKBO                         115.15200000  6 11  2  0  0  0  0  0   0
C610O2                         147.15000000  6 11  4  0  0  0  0  0   1
CO2M3C4CHO                     114.14400000  6 10  2  0  0  0  0  0   0
C610O                          131.15100000  6 11  3  0  0  0  0  0   0
C610NO3                        177.15600000  6 11  5  1  0  0  0  0   0
M2BKAOOH                       132.15900000  6 12  3  0  0  0  0  0   0
M2BKAOH                        116.16000000  6 12  2  0  0  0  0  0   0
C69OOH                         148.15800000  6 12  4  0  0  0  0  0   0
C69OH                          132.15900000  6 12  3  0  0  0  0  0   0
H2M3CO4CHO                     130.14300000  6 10  3  0  0  0  0  0   0
M2BKBOOH                       132.15900000  6 12  3  0  0  0  0  0   0
M2BKBOH                        116.16000000  6 12  2  0  0  0  0  0   0
C610OOH                        148.15800000  6 12  4  0  0  0  0  0   0
C610OH                         132.15900000  6 12  3  0  0  0  0  0   0
CO24M3C5OH                     130.14300000  6 10  3  0  0  0  0  0   0
MEKBO2                         103.09700000  4  7  3  0  0  0  0  0   1
CO24M3CHO                      128.12700000  6  8  3  0  0  0  0  0   0
C41CO3                         131.10700000  5  7  4  0  0  0  0  0   1
MIPKBO2                        117.12400000  5  9  3  0  0  0  0  0   1
CO2M3C4CO3                     145.13400000  6  9  4  0  0  0  0  0   1
C611O2                         145.13400000  6  9  4  0  0  0  0  0   1
C611O                          129.13500000  6  9  3  0  0  0  0  0   0
BIACET                          86.09000000  4  6  2  0  0  0  0  0   0
C51CO3H                        146.14200000  6 10  4  0  0  0  0  0   0
C51CO2H                        130.14300000  6 10  3  0  0  0  0  0   0
C6PAN12                        191.13900000  6  9  6  1  0  0  0  0   0
C611OOH                        146.14200000  6 10  4  0  0  0  0  0   0
C611OH                         130.14300000  6 10  3  0  0  0  0  0   0
BIACETO                        101.08100000  4  5  3  0  0  0  0  0   0
BIACETOOH                      118.08800000  4  6  4  0  0  0  0  0   0
BIACETOH                       102.08900000  4  6  3  0  0  0  0  0   0
M3PECO                         101.16900000  6 13  1  0  0  0  0  0   0
M3PECNO3                       147.17400000  6 13  3  1  0  0  0  0   0
M3PECOOH                       118.17600000  6 14  2  0  0  0  0  0   0
M3PECOH                        102.17700000  6 14  1  0  0  0  0  0   0
M22C4                           86.17800000  6 14  0  0  0  0  0  0   0
M22C4O2                        117.16800000  6 13  2  0  0  0  0  0   1
M33C4O2                        117.16800000  6 13  2  0  0  0  0  0   1
M22C43O2                       117.16800000  6 13  2  0  0  0  0  0   1
M22C4O                         101.16900000  6 13  1  0  0  0  0  0   0
M22C4NO3                       147.17400000  6 13  3  1  0  0  0  0   0
HM33C4O2                       133.16700000  6 13  3  0  0  0  0  0   1
HM33C4O                        117.16800000  6 13  2  0  0  0  0  0   0
HM33C4NO3                      163.17300000  6 13  4  1  0  0  0  0   0
HM22C3CHO                      116.16000000  6 12  2  0  0  0  0  0   0
M22C4OOH                       118.17600000  6 14  2  0  0  0  0  0   0
M22C3CHO                       100.16100000  6 12  1  0  0  0  0  0   0
M22C4OH                        102.17700000  6 14  1  0  0  0  0  0   0
HM33C4OOH                      134.17500000  6 14  3  0  0  0  0  0   0
HM33C3CHO                      116.16000000  6 12  2  0  0  0  0  0   0
HM33C4OH                       118.17600000  6 14  2  0  0  0  0  0   0
M22C3CO3                       131.15100000  6 11  3  0  0  0  0  0   1
C6PAN17                        177.15600000  6 11  5  1  0  0  0  0   0
M22C3CO3H                      132.15900000  6 12  3  0  0  0  0  0   0
HM22C3O2                       119.14000000  5 11  3  0  0  0  0  0   1
HM22C3CO3                      147.15000000  6 11  4  0  0  0  0  0   1
HM22C3O                        103.14100000  5 11  2  0  0  0  0  0   0
HM22C3NO3                      149.14600000  5 11  4  1  0  0  0  0   0
HM22CHO                        102.13300000  5 10  2  0  0  0  0  0   0
C6PAN14                        193.15500000  6 11  6  1  0  0  0  0   0
HM22C3CO3H                     148.15800000  6 12  4  0  0  0  0  0   0
HM22C3CO2H                     132.15900000  6 12  3  0  0  0  0  0   0
HM22C3OOH                      120.14800000  5 12  3  0  0  0  0  0   0
HM22C3OH                       104.14900000  5 12  2  0  0  0  0  0   0
IBUTOLBO2                      105.11300000  4  9  3  0  0  0  0  0   1
HM22CO3                        133.12300000  5  9  4  0  0  0  0  0   1
C5PAN15                        179.12800000  5  9  6  1  0  0  0  0   0
HM22CO3H                       134.13100000  5 10  4  0  0  0  0  0   0
HM22CO2H                       118.13200000  5 10  3  0  0  0  0  0   0
M33C4O                         101.16900000  6 13  1  0  0  0  0  0   0
M33C4NO3                       147.17400000  6 13  3  1  0  0  0  0   0
M33C3CHO                       100.16100000  6 12  1  0  0  0  0  0   0
HM22C4O2                       133.16700000  6 13  3  0  0  0  0  0   1
HM22C4O                        117.16800000  6 13  2  0  0  0  0  0   0
HM22C4NO3                      163.17300000  6 13  4  1  0  0  0  0   0
