# !!! ------------------------------- NOTE!! --------------------------------- !!!
# !!! THESE COMPOUNDS ARE READ FROM THE DEFINITION FILE, NOT KPP OUTPUT. THIS  !!!
# !!! MEANS THAT THE NUMBER OF COMPOUNDS MAY BE MORE THAN IS ACTUALLY IN THE   !!!
# !!! SCHEME. ALSO, THE ORDER OF COMPOUNDS IS _NOT_ THE SAME AS THE INDICES IN !!!
# !!! CHEMISTRY. THE INFORMATION IN THIS FILE SHOULD BE USED IN A DICTIONARY.  !!! 
# If all atoms are zero, scheme definition had IGNORE in elemental composition
# name                         mass          C  H  O  N  S Cl Br  I  is_Radical
NT123L1O2                      196.18200000  9 10  4  1  0  0  0  0   1
NT123L1OOH                     197.19000000  9 11  4  1  0  0  0  0   0
DNT123LO2                      307.19100000  9 11 10  2  0  0  0  0   1
NDNT123LO2                     352.18800000  9 10 12  3  0  0  0  0   1
DNT123LO                       291.19200000  9 11  9  2  0  0  0  0   0
DNT123LOOH                     308.19900000  9 12 10  2  0  0  0  0   0
NDNT123LO                      336.18900000  9 10 11  3  0  0  0  0   0
NDNT123OOH                     353.19600000  9 11 12  3  0  0  0  0   0
TM123OLO                       201.19800000  9 13  5  0  0  0  0  0   0
TM123OLOOH                     218.20500000  9 14  6  0  0  0  0  0   0
TM123OLOH                      202.20600000  9 14  5  0  0  0  0  0   0
NTM123OLO                      246.19500000  9 12  7  1  0  0  0  0   0
NTM123LOOH                     263.20200000  9 13  8  1  0  0  0  0   0
NTM123OLOH                     247.20300000  9 13  7  1  0  0  0  0   0
C6H5C2H4O2                     137.15800000  8  9  2  0  0  0  0  0   1
EBENZ                          106.16800000  8 10  0  0  0  0  0  0   0
EBZBIPERO2                     187.17100000  8 11  5  0  0  0  0  0   1
EBZPOXMUC                      154.16500000  8 10  3  0  0  0  0  0   0
EBENZOL                        122.16700000  8 10  1  0  0  0  0  0   0
C6H5C2H4O                      121.15900000  8  9  1  0  0  0  0  0   0
C6H5C2NO3                      167.16400000  8  9  3  1  0  0  0  0   0
C6H5C2OOH                      138.16600000  8 10  2  0  0  0  0  0   0
C6H5CH2CHO                     120.15100000  8  8  1  0  0  0  0  0   0
C6H5C2OH                       122.16700000  8 10  1  0  0  0  0  0   0
C6H5CH2CO3                     151.14100000  8  7  3  0  0  0  0  0   1
C6H5CH2PAN                     197.14600000  8  7  5  1  0  0  0  0   0
C6H5C2CO3H                     152.14900000  8  8  3  0  0  0  0  0   0
C6H5C2CO2H                     136.15000000  8  8  2  0  0  0  0  0   0
EBZBIPERO                      171.17200000  8 11  4  0  0  0  0  0   0
EBZBPERNO3                     217.17700000  8 11  6  1  0  0  0  0   0
EBFUONE                        112.12800000  6  8  2  0  0  0  0  0   0
C6DICARB                       112.12800000  6  8  2  0  0  0  0  0   0
EBZBPEROOH                     188.17900000  8 12  5  0  0  0  0  0   0
EBZBPER2OH                     172.18000000  8 12  4  0  0  0  0  0   0
EBZOBPEROH                     170.16400000  8 10  4  0  0  0  0  0   0
C6DCARBBO2                     143.11800000  6  7  4  0  0  0  0  0   1
C6DICARBO2                     161.13300000  6  9  5  0  0  0  0  0   1
C6DCARBBO                      127.11900000  6  7  3  0  0  0  0  0   0
C6DCARBPAN                     189.12300000  6  7  6  1  0  0  0  0   0
C6DCRBBOOH                     144.12600000  6  8  4  0  0  0  0  0   0
C6DCRBBOH                      128.12700000  6  8  3  0  0  0  0  0   0
C6DICARBO                      145.13400000  6  9  4  0  0  0  0  0   0
C6DICAROOH                     162.14100000  6 10  5  0  0  0  0  0   0
C614CO23OH                     146.14200000  6 10  4  0  0  0  0  0   0
C6134CO2OH                     144.12600000  6  8  4  0  0  0  0  0   0
CO3H4CHO                       116.11600000  5  8  3  0  0  0  0  0   0
ECO4                           142.11000000  6  6  4  0  0  0  0  0   0
ECO3CO3                        173.10000000  6  5  6  0  0  0  0  0   1
ECO3PAN                        219.10500000  6  5  8  1  0  0  0  0   0
ECO3CO3H                       174.10800000  6  6  6  0  0  0  0  0   0
EGLYOOB                        102.08900000  4  6  3  0  0  0  0  0   0
EGLYOO                         102.08900000  4  6  3  0  0  0  0  0   0
EBFUO2                         161.13300000  6  9  5  0  0  0  0  0   1
EBFUO                          145.13400000  6  9  4  0  0  0  0  0   0
C14O3ECHO                      144.12600000  6  8  4  0  0  0  0  0   0
EBFUOOH                        162.14100000  6 10  5  0  0  0  0  0   0
EBFUOH                         146.14200000  6 10  4  0  0  0  0  0   0
EBFUCO                         144.12600000  6  8  4  0  0  0  0  0   0
BUTALAO2                       103.09700000  4  7  3  0  0  0  0  0   1
BUTALAOOH                      104.10500000  4  8  3  0  0  0  0  0   0
CO3H4CO3                       147.10600000  5  7  5  0  0  0  0  0   1
CO3H4PAN                       193.11100000  5  7  7  1  0  0  0  0   0
CO3H4CO3H                      148.11400000  5  8  5  0  0  0  0  0   0
NEBFUO2                        206.13000000  6  8  7  1  0  0  0  0   1
NEBFUO                         190.13100000  6  8  6  1  0  0  0  0   0
NEBFUONE                       189.12300000  6  7  6  1  0  0  0  0   0
NEBFUOOH                       207.13800000  6  9  7  1  0  0  0  0   0
PEBQO2                         187.17100000  8 11  5  0  0  0  0  0   1
PEBQONE                        136.15000000  8  8  2  0  0  0  0  0   0
PEBQO                          171.17200000  8 11  4  0  0  0  0  0   0
C7OHCO2CO3                     201.15400000  8  9  6  0  0  0  0  0   1
PEBQOOH                        188.17900000  8 12  5  0  0  0  0  0   0
PEBQOH                         172.18000000  8 12  4  0  0  0  0  0   0
PEBQCO                         170.16400000  8 10  4  0  0  0  0  0   0
C7OHCO2PAN                     247.15900000  8  9  8  1  0  0  0  0   0
C7OHO2CO3H                     202.16200000  8 10  6  0  0  0  0  0   0
NPEBQO2                        230.15200000  8  8  7  1  0  0  0  0   1
NPEBQO                         214.15300000  8  8  6  1  0  0  0  0   0
C6ETCO4DB                      168.14800000  8  8  4  0  0  0  0  0   0
NPEBQOOH                       231.16000000  8  9  7  1  0  0  0  0   0
C7CO2DBCO3                     171.12800000  7  7  5  0  0  0  0  0   1
C7CO2DBPAN                     217.13300000  7  7  7  1  0  0  0  0   0
C7CO2DCO3H                     172.13600000  7  8  5  0  0  0  0  0   0
C715CO2O2                      157.14500000  7  9  4  0  0  0  0  0   1
EBZMUCCO3                      185.15500000  8  9  5  0  0  0  0  0   1
EBZMUCO2                       203.17000000  8 11  6  0  0  0  0  0   1
EBZMUCO                        187.17100000  8 11  5  0  0  0  0  0   0
EBZMUCNO3                      233.17600000  8 11  7  1  0  0  0  0   0
EBZMUCOOH                      204.17800000  8 12  6  0  0  0  0  0   0
EBZMUCOH                       188.17900000  8 12  5  0  0  0  0  0   0
EBZMUCCO                       186.16300000  8 10  5  0  0  0  0  0   0
EBZMUCPAN                      231.16000000  8  9  7  1  0  0  0  0   0
EBZMUCCO3H                     186.16300000  8 10  5  0  0  0  0  0   0
EBZMUCCO2H                     170.16400000  8 10  4  0  0  0  0  0   0
C715CO2O                       141.14600000  7  9  3  0  0  0  0  0   0
C715CO2OOH                     158.15300000  7 10  4  0  0  0  0  0   0
C715CO2OH                      142.15400000  7 10  3  0  0  0  0  0   0
C7CO2DBAL                      140.13800000  7  8  3  0  0  0  0  0   0
C7CO3OHO2                      189.14300000  7  9  6  0  0  0  0  0   1
C7CO3OHO                       173.14400000  7  9  5  0  0  0  0  0   0
C7CO3OHOOH                     190.15100000  7 10  6  0  0  0  0  0   0
EBENZO                         121.15900000  8  9  1  0  0  0  0  0   0
EBENZOLO2                      203.17000000  8 11  6  0  0  0  0  0   1
ECATECHOL                      138.16600000  8 10  2  0  0  0  0  0   0
NEBNZOLO2                      248.16700000  8 10  8  1  0  0  0  0   1
EBENZO2                        137.15800000  8  9  2  0  0  0  0  0   1
EBENZOOH                       138.16600000  8 10  2  0  0  0  0  0   0
EBENZOLO                       187.17100000  8 11  5  0  0  0  0  0   0
ECATEC1O                       137.15800000  8  9  2  0  0  0  0  0   0
ECATECOOA                      186.16300000  8 10  5  0  0  0  0  0   0
ENCATECH                       183.16300000  8  9  4  1  0  0  0  0   0
ECATEC1O2                      153.15700000  8  9  3  0  0  0  0  0   1
ECATEC1OOH                     154.16500000  8 10  3  0  0  0  0  0   0
RGDCO2H                        128.12700000  6  8  3  0  0  0  0  0   0
ECOCO2H                        102.08900000  4  6  3  0  0  0  0  0   0
EBNZOHNO2                      167.16400000  8  9  3  1  0  0  0  0   0
NEBNZ1O                        166.15600000  8  8  3  1  0  0  0  0   0
DNEBNZOL                       212.16100000  8  8  5  2  0  0  0  0   0
NEBNZ1O2                       182.15500000  8  8  4  1  0  0  0  0   1
NEBNZ1OOH                      183.16300000  8  9  4  1  0  0  0  0   0
ENCATECO2                      264.16600000  8 10  9  1  0  0  0  0   1
ENNCATECO2                     309.16300000  8  9 11  2  0  0  0  0   1
ENCATECO                       248.16700000  8 10  8  1  0  0  0  0   0
NC4EDCO2H                      173.12400000  6  7  5  1  0  0  0  0   0
ENCATECOOH                     265.17400000  8 11  9  1  0  0  0  0   0
ENNCATECO                      293.16400000  8  9 10  2  0  0  0  0   0
ENNCATCOOH                     310.17100000  8 10 11  2  0  0  0  0   0
DNEBNZLO2                      293.16400000  8  9 10  2  0  0  0  0   1
NDNEBNZLO2                     338.16100000  8  8 12  3  0  0  0  0   1
DNEBNZLO                       277.16500000  8  9  9  2  0  0  0  0   0
DNEBNZLOOH                     294.17200000  8 10 10  2  0  0  0  0   0
NDNEBNZLO                      322.16200000  8  8 11  3  0  0  0  0   0
NDNEBZLOOH                     339.16900000  8  9 12  3  0  0  0  0   0
NC4EDCO2                       172.11600000  6  6  5  1  0  0  0  0   0
EMALANHY                       126.11100000  6  6  3  0  0  0  0  0   0
EMALANHYO2                     175.11600000  6  7  6  0  0  0  0  0   1
EMALANHYO                      159.11700000  6  7  5  0  0  0  0  0   0
EMALNHYOOH                     176.12400000  6  8  6  0  0  0  0  0   0
EMALNHY2OH                     160.12500000  6  8  5  0  0  0  0  0   0
EBENZOLOOH                     204.17800000  8 12  6  0  0  0  0  0   0
EBENZOLOH                      188.17900000  8 12  5  0  0  0  0  0   0
NEBNZOLO                       232.16800000  8 10  7  1  0  0  0  0   0
NEBNZOLOOH                     249.17500000  8 11  8  1  0  0  0  0   0
NEBNZOLOH                      233.17600000  8 11  7  1  0  0  0  0   0
PBENZ                          120.19500000  9 12  0  0  0  0  0  0   0
PHC3O2                         151.18500000  9 11  2  0  0  0  0  0   1
PBZBIPERO2                     201.19800000  9 13  5  0  0  0  0  0   1
PBZPOXMUC                      168.19200000  9 12  3  0  0  0  0  0   0
PBENZOL                        136.19400000  9 12  1  0  0  0  0  0   0
PHC3O                          135.18600000  9 11  1  0  0  0  0  0   0
PHC3NO3                        181.19100000  9 11  3  1  0  0  0  0   0
PHCOET                         134.17800000  9 10  1  0  0  0  0  0   0
PHC3OOH                        152.19300000  9 12  2  0  0  0  0  0   0
PHC3OH                         136.19400000  9 12  1  0  0  0  0  0   0
C6H5CO3                        137.11400000  7  5  3  0  0  0  0  0   1
PHCOETO2                       165.16800000  9  9  3  0  0  0  0  0   1
PHCOETO                        149.16900000  9  9  2  0  0  0  0  0   0
PHCOETOOH                      166.17600000  9 10  3  0  0  0  0  0   0
PHCOCOME                       148.16100000  9  8  2  0  0  0  0  0   0
PHCOETOH                       150.17700000  9 10  2  0  0  0  0  0   0
PHCOCOCO2                      179.15100000  9  7  4  0  0  0  0  0   1
PHCOCOCO                       163.15200000  9  7  3  0  0  0  0  0   0
PHCOCOCOOH                     180.15900000  9  8  4  0  0  0  0  0   0
PBZBIPERO                      185.19900000  9 13  4  0  0  0  0  0   0
PBZBPERNO3                     231.20400000  9 13  6  1  0  0  0  0   0
PBFUONE                        126.15500000  7 10  2  0  0  0  0  0   0
C7DICARB                       126.15500000  7 10  2  0  0  0  0  0   0
PBZBPEROOH                     202.20600000  9 14  5  0  0  0  0  0   0
PBZBPER2OH                     186.20700000  9 14  4  0  0  0  0  0   0
PBZOBPEROH                     184.19100000  9 12  4  0  0  0  0  0   0
C7DCCO3                        157.14500000  7  9  4  0  0  0  0  0   1
C7DCO2                         175.16000000  7 11  5  0  0  0  0  0   1
C7DCCO2                        141.14600000  7  9  3  0  0  0  0  0   0
C7DCPAN                        203.15000000  7  9  6  1  0  0  0  0   0
C7DCCO3H                       158.15300000  7 10  4  0  0  0  0  0   0
C7DCCO2H                       142.15400000  7 10  3  0  0  0  0  0   0
C7DCO                          159.16100000  7 11  4  0  0  0  0  0   0
C7DCOOH                        176.16800000  7 12  5  0  0  0  0  0   0
C7DCOH                         160.16900000  7 12  4  0  0  0  0  0   0
C61CHO                         158.15300000  7 10  4  0  0  0  0  0   0
CO45C5CHO                      128.12700000  6  8  3  0  0  0  0  0   0
C61CO3                         189.14300000  7  9  6  0  0  0  0  0   1
C61CPAN                        235.14800000  7  9  8  1  0  0  0  0   0
C61CO3H                        190.15100000  7 10  6  0  0  0  0  0   0
PBFUO2                         175.16000000  7 11  5  0  0  0  0  0   1
PBFUO                          159.16100000  7 11  4  0  0  0  0  0   0
C14O3PCHO                      158.15300000  7 10  4  0  0  0  0  0   0
PBFUOOH                        176.16800000  7 12  5  0  0  0  0  0   0
PBFUOH                         160.16900000  7 12  4  0  0  0  0  0   0
PBFUCO                         158.15300000  7 10  4  0  0  0  0  0   0
C4CHOAO2                       117.12400000  5  9  3  0  0  0  0  0   1
C4CHOAOOH                      118.13200000  5 10  3  0  0  0  0  0   0
C6O132OH                       130.14300000  6 10  3  0  0  0  0  0   0
C5O45OHCO3                     161.13300000  6  9  5  0  0  0  0  0   1
C5O45OHPAN                     207.13800000  6  9  7  1  0  0  0  0   0
C5O5OHCO3H                     162.14100000  6 10  5  0  0  0  0  0   0
NPBFUO2                        220.15700000  7 10  7  1  0  0  0  0   1
NPBFUO                         204.15800000  7 10  6  1  0  0  0  0   0
NPBFUONE                       203.15000000  7  9  6  1  0  0  0  0   0
NPBFUOOH                       221.16500000  7 11  7  1  0  0  0  0   0
PPRBQO2                        201.19800000  9 13  5  0  0  0  0  0   1
PPRBQONE                       150.17700000  9 10  2  0  0  0  0  0   0
PPRBQO                         185.19900000  9 13  4  0  0  0  0  0   0
C8OHCO2CO3                     215.18100000  9 11  6  0  0  0  0  0   1
PPRBQOOH                       202.20600000  9 14  5  0  0  0  0  0   0
PPRBQOH                        186.20700000  9 14  4  0  0  0  0  0   0
PPRBQCO                        184.19100000  9 12  4  0  0  0  0  0   0
C8OHCO2PAN                     261.18600000  9 11  8  1  0  0  0  0   0
C8OHO2CO3H                     216.18900000  9 12  6  0  0  0  0  0   0
NPPRBQO2                       244.17900000  9 10  7  1  0  0  0  0   1
NPPRBQO                        228.18000000  9 10  6  1  0  0  0  0   0
C6PRCO4DB                      182.17500000  9 10  4  0  0  0  0  0   0
NPPRBQOOH                      245.18700000  9 11  7  1  0  0  0  0   0
C8CO2DBCO3                     185.15500000  8  9  5  0  0  0  0  0   1
C8CO2DBPAN                     231.16000000  8  9  7  1  0  0  0  0   0
C8CO2DCO3H                     186.16300000  8 10  5  0  0  0  0  0   0
C815CO2O2                      171.17200000  8 11  4  0  0  0  0  0   1
PBZMUCCO3                      199.18200000  9 11  5  0  0  0  0  0   1
PBZMUCO2                       217.19700000  9 13  6  0  0  0  0  0   1
PBZMUCO                        201.19800000  9 13  5  0  0  0  0  0   0
PBZMUCNO3                      247.20300000  9 13  7  1  0  0  0  0   0
PBZMUCOOH                      218.20500000  9 14  6  0  0  0  0  0   0
PBZMUCOH                       202.20600000  9 14  5  0  0  0  0  0   0
PBZMUCCO                       200.19000000  9 12  5  0  0  0  0  0   0
PBZMUCPAN                      245.18700000  9 11  7  1  0  0  0  0   0
PBZMUCCO3H                     200.19000000  9 12  5  0  0  0  0  0   0
PBZMUCCO2H                     184.19100000  9 12  4  0  0  0  0  0   0
C815CO2O                       155.17300000  8 11  3  0  0  0  0  0   0
C815CO2OOH                     172.18000000  8 12  4  0  0  0  0  0   0
C815CO2OH                      156.18100000  8 12  3  0  0  0  0  0   0
C8CO2DBAL                      154.16500000  8 10  3  0  0  0  0  0   0
C8CO3OHO2                      203.17000000  8 11  6  0  0  0  0  0   1
C8CO3OHO                       187.17100000  8 11  5  0  0  0  0  0   0
C83COOHOOH                     204.17800000  8 12  6  0  0  0  0  0   0
PGLOOA                         116.11600000  5  8  3  0  0  0  0  0   0
PGLOO                          116.11600000  5  8  3  0  0  0  0  0   0
PGLYOXOH                       116.11600000  5  8  3  0  0  0  0  0   0
PBENZO                         135.18600000  9 11  1  0  0  0  0  0   0
PBENZOLO2                      217.19700000  9 13  6  0  0  0  0  0   1
PCATECHOL                      152.19300000  9 12  2  0  0  0  0  0   0
NPBNZOLO2                      262.19400000  9 12  8  1  0  0  0  0   1
PBENZO2                        151.18500000  9 11  2  0  0  0  0  0   1
PBENZOOH                       152.19300000  9 12  2  0  0  0  0  0   0
PBENZOLO                       201.19800000  9 13  5  0  0  0  0  0   0
PCATEC1O                       151.18500000  9 11  2  0  0  0  0  0   0
PCATECOOA                      200.19000000  9 12  5  0  0  0  0  0   0
PNCATECH                       197.19000000  9 11  4  1  0  0  0  0   0
PCATEC1O2                      167.18400000  9 11  3  0  0  0  0  0   1
PRCATC1OOH                     168.19200000  9 12  3  0  0  0  0  0   0
PC3ODBCO2H                     142.15400000  7 10  3  0  0  0  0  0   0
NPBNZ1O                        180.18300000  9 10  3  1  0  0  0  0   0
PBNZOHNO2                      181.19100000  9 11  3  1  0  0  0  0   0
DNPBNZOL                       226.18800000  9 10  5  2  0  0  0  0   0
NPBNZ1O2                       196.18200000  9 10  4  1  0  0  0  0   1
NPBNZ1OOH                      197.19000000  9 11  4  1  0  0  0  0   0
PNCATECO2                      278.19300000  9 12  9  1  0  0  0  0   1
PNNCATECO2                     323.19000000  9 11 11  2  0  0  0  0   1
PNCATECO                       262.19400000  9 12  8  1  0  0  0  0   0
NC4PDCO2H                      187.15100000  7  9  5  1  0  0  0  0   0
PNCATECOOH                     279.20100000  9 13  9  1  0  0  0  0   0
PNNCATECO                      307.19100000  9 11 10  2  0  0  0  0   0
PNNCATCOOH                     324.19800000  9 12 11  2  0  0  0  0   0
DNPBNZLO2                      307.19100000  9 11 10  2  0  0  0  0   1
NDNPBNZLO2                     352.18800000  9 10 12  3  0  0  0  0   1
DNPBNZLO                       291.19200000  9 11  9  2  0  0  0  0   0
DNPBNZLOOH                     308.19900000  9 12 10  2  0  0  0  0   0
NDNPBNZLO                      336.18900000  9 10 11  3  0  0  0  0   0
NDNPBZLOOH                     353.19600000  9 11 12  3  0  0  0  0   0
NC4PDCO2                       186.14300000  7  8  5  1  0  0  0  0   0
PMALANHY                       140.13800000  7  8  3  0  0  0  0  0   0
PMALANHYO2                     189.14300000  7  9  6  0  0  0  0  0   1
PMALANHYO                      173.14400000  7  9  5  0  0  0  0  0   0
PMALNHYOOH                     190.15100000  7 10  6  0  0  0  0  0   0
PMALNHY2OH                     174.15200000  7 10  5  0  0  0  0  0   0
PBENZOLOOH                     218.20500000  9 14  6  0  0  0  0  0   0
PBENZOLOH                      202.20600000  9 14  5  0  0  0  0  0   0
NPBNZOLO                       246.19500000  9 12  7  1  0  0  0  0   0
NPBNZOLOOH                     263.20200000  9 13  8  1  0  0  0  0   0
NPBNZOLOH                      247.20300000  9 13  7  1  0  0  0  0   0
IPBENZ                         120.19500000  9 12  0  0  0  0  0  0   0
PHIC3O2                        151.18500000  9 11  2  0  0  0  0  0   1
IPBZBIPRO2                     201.19800000  9 13  5  0  0  0  0  0   1
IPBZPOXMUC                     168.19200000  9 12  3  0  0  0  0  0   0
IPBENZOL                       136.19400000  9 12  1  0  0  0  0  0   0
PHIC3O                         135.18600000  9 11  1  0  0  0  0  0   0
PHIC3NO3                       181.19100000  9 11  3  1  0  0  0  0   0
PHCOME                         120.15100000  8  8  1  0  0  0  0  0   0
PHIC3OOH                       152.19300000  9 12  2  0  0  0  0  0   0
PHIC3OH                        136.19400000  9 12  1  0  0  0  0  0   0
PHCOMEO2                       151.14100000  8  7  3  0  0  0  0  0   1
PHCOMEO                        135.14200000  8  7  2  0  0  0  0  0   0
PHCOMEOOH                      152.14900000  8  8  3  0  0  0  0  0   0
PHGLYOX                        134.13400000  8  6  2  0  0  0  0  0   0
PHCOMEOH                       136.15000000  8  8  2  0  0  0  0  0   0
IPBZBIPRO                      185.19900000  9 13  4  0  0  0  0  0   0
IPBZBPRNO3                     231.20400000  9 13  6  1  0  0  0  0   0
IPBFUONE                       126.15500000  7 10  2  0  0  0  0  0   0
IC7DICARB                      126.15500000  7 10  2  0  0  0  0  0   0
IPBZBPROOH                     202.20600000  9 14  5  0  0  0  0  0   0
IPBZBPR2OH                     186.20700000  9 14  4  0  0  0  0  0   0
IPBZOBPROH                     184.19100000  9 12  4  0  0  0  0  0   0
IC7DCCO3                       157.14500000  7  9  4  0  0  0  0  0   1
IC7DCO2                        175.16000000  7 11  5  0  0  0  0  0   1
IC7DCCO2                       141.14600000  7  9  3  0  0  0  0  0   0
IC7DCPAN                       203.15000000  7  9  6  1  0  0  0  0   0
IC7DCCO3H                      158.15300000  7 10  4  0  0  0  0  0   0
IC7DCCO2H                      142.15400000  7 10  3  0  0  0  0  0   0
IC7DCO                         159.16100000  7 11  4  0  0  0  0  0   0
IC7DCOOH                       176.16800000  7 12  5  0  0  0  0  0   0
IC7DCOH                        160.16900000  7 12  4  0  0  0  0  0   0
C62CHO                         158.15300000  7 10  4  0  0  0  0  0   0
C45IC5CHO                      128.12700000  6  8  3  0  0  0  0  0   0
C62CO3                         189.14300000  7  9  6  0  0  0  0  0   1
C62CPAN                        235.14800000  7  9  8  1  0  0  0  0   0
C62CO3H                        190.15100000  7 10  6  0  0  0  0  0   0
IPBZMUCCO3                     199.18200000  9 11  5  0  0  0  0  0   1
IPBFUO2                        175.16000000  7 11  5  0  0  0  0  0   1
IPBFUO                         159.16100000  7 11  4  0  0  0  0  0   0
C14O3IPCHO                     158.15300000  7 10  4  0  0  0  0  0   0
IPBFUOOH                       176.16800000  7 12  5  0  0  0  0  0   0
IPBFUOH                        160.16900000  7 12  4  0  0  0  0  0   0
IPBFUCO                        158.15300000  7 10  4  0  0  0  0  0   0
C5MO132OH                      130.14300000  6 10  3  0  0  0  0  0   0
C4MOHOCO3                      161.13300000  6  9  5  0  0  0  0  0   1
C4MOHOPAN                      207.13800000  6  9  7  1  0  0  0  0   0
C4MOHOCO3H                     162.14100000  6 10  5  0  0  0  0  0   0
IC4CHOAO2                      117.12400000  5  9  3  0  0  0  0  0   1
NIPBFUO2                       220.15700000  7 10  7  1  0  0  0  0   1
NIPBFUO                        204.15800000  7 10  6  1  0  0  0  0   0
NIPBFUONE                      203.15000000  7  9  6  1  0  0  0  0   0
NIPBFUOOH                      221.16500000  7 11  7  1  0  0  0  0   0
IC4CHOAOOH                     118.13200000  5 10  3  0  0  0  0  0   0
IPRBQO2                        199.18200000  9 11  5  0  0  0  0  0   1
IPRBQONE                       150.17700000  9 10  2  0  0  0  0  0   0
IPRBQO                         183.18300000  9 11  4  0  0  0  0  0   0
IPRBQOOH                       200.19000000  9 12  5  0  0  0  0  0   0
IPRBQOH                        184.19100000  9 12  4  0  0  0  0  0   0
IPRBQCO                        182.17500000  9 10  4  0  0  0  0  0   0
C8CO2OHCO3                     215.18100000  9 11  6  0  0  0  0  0   1
C8CO2OHPAN                     261.18600000  9 11  8  1  0  0  0  0   0
C8O2OHCO3H                     216.18900000  9 12  6  0  0  0  0  0   0
NIPRBQO2                       244.17900000  9 10  7  1  0  0  0  0   1
NIPRBQO                        228.18000000  9 10  6  1  0  0  0  0   0
C6IPRCO4DB                     182.17500000  9 10  4  0  0  0  0  0   0
NIPRBQOOH                      245.18700000  9 11  7  1  0  0  0  0   0
C8DBCO2CO3                     185.15500000  8  9  5  0  0  0  0  0   1
C8DBCO2PAN                     231.16000000  8  9  7  1  0  0  0  0   0
C8DCO2CO3H                     186.16300000  8 10  5  0  0  0  0  0   0
C7M15CO2O2                     171.17200000  8 11  4  0  0  0  0  0   1
IPBZMUCO2                      217.19700000  9 13  6  0  0  0  0  0   1
IPBZMUCO                       201.19800000  9 13  5  0  0  0  0  0   0
IPBZMUCNO3                     247.20300000  9 13  7  1  0  0  0  0   0
IPBZMUCOOH                     218.20500000  9 14  6  0  0  0  0  0   0
IPBZMUCOH                      202.20600000  9 14  5  0  0  0  0  0   0
IPBZMUCCO                      200.19000000  9 12  5  0  0  0  0  0   0
IPBZMUCPAN                     245.18700000  9 11  7  1  0  0  0  0   0
IPBZMUCO3H                     200.19000000  9 12  5  0  0  0  0  0   0
IPBZMUCO2H                     184.19100000  9 12  4  0  0  0  0  0   0
C7M15CO2O                      155.17300000  8 11  3  0  0  0  0  0   0
C7MCO2OOH                      172.18000000  8 12  4  0  0  0  0  0   0
C7M15CO2OH                     156.18100000  8 12  3  0  0  0  0  0   0
C7MCO2DBAL                     154.16500000  8 10  3  0  0  0  0  0   0
C7MCO3OHO2                     203.17000000  8 11  6  0  0  0  0  0   1
C7MCO3OHO                      187.17100000  8 11  5  0  0  0  0  0   0
C7MO3OHOOH                     204.17800000  8 12  6  0  0  0  0  0   0
IPGLOOB                        117.12400000  5  9  3  0  0  0  0  0   1
IPGLOO                         117.12400000  5  9  3  0  0  0  0  0   1
IPGLYOXOH                      116.11600000  5  8  3  0  0  0  0  0   0
IPBENZO                        135.18600000  9 11  1  0  0  0  0  0   0
IPBENZOLO2                     217.19700000  9 13  6  0  0  0  0  0   1
IPCATECHOL                     152.19300000  9 12  2  0  0  0  0  0   0
NIPBNZOLO2                     262.19400000  9 12  8  1  0  0  0  0   1
IPBENZO2                       151.18500000  9 11  2  0  0  0  0  0   1
IPBENZOOH                      152.19300000  9 12  2  0  0  0  0  0   0
IPBENZOLO                      201.19800000  9 13  5  0  0  0  0  0   0
IPCATEC1O                      151.18500000  9 11  2  0  0  0  0  0   0
IPCATECOOA                     200.19000000  9 12  5  0  0  0  0  0   0
IPNCATECH                      197.19000000  9 11  4  1  0  0  0  0   0
IPCATEC1O2                     167.18400000  9 11  3  0  0  0  0  0   1
IPCATC1OOH                     168.19200000  9 12  3  0  0  0  0  0   0
IP3ODBCO2H                     142.15400000  7 10  3  0  0  0  0  0   0
IPBNZOHNO2                     181.19100000  9 11  3  1  0  0  0  0   0
NIPBNZ1O                       180.18300000  9 10  3  1  0  0  0  0   0
DNIPBNZOL                      226.18800000  9 10  5  2  0  0  0  0   0
NIPBNZ1O2                      196.18200000  9 10  4  1  0  0  0  0   1
NIPBNZ1OOH                     197.19000000  9 11  4  1  0  0  0  0   0
IPNCATECO2                     278.19300000  9 12  9  1  0  0  0  0   1
IPNNCATCO2                     323.19000000  9 11 11  2  0  0  0  0   1
IPNCATECO                      262.19400000  9 12  8  1  0  0  0  0   0
NC4IPDCO2H                     187.15100000  7  9  5  1  0  0  0  0   0
IPNCATCOOH                     279.20100000  9 13  9  1  0  0  0  0   0
IPNNCATCO                      307.19100000  9 11 10  2  0  0  0  0   0
IPNNCATOOH                     324.19800000  9 12 11  2  0  0  0  0   0
DNIPBNZLO2                     307.19100000  9 11 10  2  0  0  0  0   1
NDNIPBZLO2                     352.18800000  9 10 12  3  0  0  0  0   1
DNIPBNZLO                      291.19200000  9 11  9  2  0  0  0  0   0
DNIPBZLOOH                     308.19900000  9 12 10  2  0  0  0  0   0
NDNIPBZLO                      336.18900000  9 10 11  3  0  0  0  0   0
NDNIPBLOOH                     353.19600000  9 11 12  3  0  0  0  0   0
NC4IPDCO2                      186.14300000  7  8  5  1  0  0  0  0   0
IPMALANHY                      140.13800000  7  8  3  0  0  0  0  0   0
IPMALNHYO2                     189.14300000  7  9  6  0  0  0  0  0   1
