#Compound                    Mass                        parameter_A              parameter_B              surface_tension   
HOM20_OH_O8                  402.000000000000             8.564400000000          6439.751255664892        0.05
HOM20_OH_O9                  418.000000000000             9.271100000000          7300.565495321953        0.05
HOM20_OH_O10                 434.000000000000             8.557100000000          7162.953778591419        0.05
HOM20_OH_O11                 450.000000000000             9.263900000000          8023.768133039179        0.05
HOM20_OH_O12                 466.000000000000             9.970700000000          8884.582391188320        0.05
HOM20_OH_O13                 482.000000000000             9.256700000000          8746.970740126999        0.05
HOM20_OH_NO8                 417.000000000000            10.105200000000          6782.503160202639        0.05
HOM20_OH_NO9                 433.000000000000            10.811900000000          7643.317481560642        0.05
HOM20_OH_NO10                449.000000000000             9.019100000000          7226.719618990120        0.05
HOM20_OH_NO11                465.000000000000             9.019100000000          7226.719618990120        0.05
HOM20_OH_NO12                481.000000000000             9.725800000000          8087.533942700381        0.05
HOM20_OH_NO13                497.000000000000             9.011800000000          7949.922245757201        0.05
HOM20_OH_NO14                513.000000000000             9.718605110928          8810.736526000002        0.05
HOM19_OH_O6                  356.000000000000             9.649060031138          6550.661133000001        0.05
HOM19_OH_O7                  372.000000000000             8.933921563969          6584.226199000002        0.05
HOM19_OH_O8                  388.000000000000             8.146003533586          6188.061368000000        0.05
HOM19_OH_O9                  404.000000000000             8.852777808888          7048.875717000001        0.05
HOM19_OH_O10                 420.000000000000             8.138781856227          6911.264059000000        0.05
HOM19_OH_O11                 436.000000000000             8.845555747084          7772.078295000004        0.05
HOM19_OH_O12                 452.000000000000             9.552329881749          8632.892600999996        0.05
HOM19_OH_O13                 468.000000000000             8.838333897842          8495.280935999997        0.05
HOM19_OH_O14                 484.000000000000             9.545108025643          9356.095241999998        0.05
HOM19_OH_NO9                 419.000000000000            10.393577625227          7391.627755000000        0.05
HOM19_OH_NO10                435.000000000000             9.388609849218          7371.194649000000        0.05
HOM19_OH_NO11                451.000000000000             8.600692158131          6975.029915000000        0.05
HOM19_OH_NO12                467.000000000000             9.307466088432          7835.844161999997        0.05
HOM19_OH_NO13                483.000000000000             8.593470181772          7698.232529999998        0.05
HOM19_OH_NO14                499.000000000000             9.300243739625          8559.046665000000        0.05
HOM18_OH_O5                  326.000000000000            10.235666582074          6319.404420000001        0.05
HOM18_OH_O6                  342.000000000000             9.230698832104          6298.971319000000        0.05
HOM18_OH_O7                  358.000000000000             8.515560697155          6332.536490000002        0.05
HOM18_OH_O8                  374.000000000000             7.727642764127          5936.371689000002        0.05
HOM18_OH_O9                  390.000000000000             8.434416507527          6797.185877999998        0.05
HOM18_OH_O10                 406.000000000000             7.720420784948          6659.574292000000        0.05
HOM18_OH_O11                 422.000000000000             8.427194843108          7520.388576000001        0.05
HOM18_OH_O12                 438.000000000000             9.133968844380          8381.202842999997        0.05
HOM18_OH_O13                 454.000000000000             8.419972866139          8243.591183000000        0.05
HOM18_OH_O14                 470.000000000000             9.126747200747          9104.405543999999        0.05
HOM18_OH_NO10                421.000000000000             8.970248616405          7119.504833000000        0.05
HOM18_OH_NO11                437.000000000000             8.182330869012          6723.340087999999        0.05
HOM18_OH_NO12                453.000000000000             8.889105076418          7584.154412999996        0.05
HOM18_OH_NO13                469.000000000000             8.175108840174          7446.542681999997        0.05
HOM18_OH_NO14                485.000000000000             8.881882926799          8307.356970999996        0.05
HOM18_OH_NO15                501.000000000000             8.167887004019          8169.745320000001        0.05
GENERIC                      437.000000000000            10.000000000000         10000.000000000000        0.05
