#Compound                    Mass                        parameter_A              parameter_B
T124NCTOOH                   279.200800000000            13.773245295662          7688.261372472524
PBZOBPEROH                   184.189200000000             9.754140026876          4783.347630118772
MC5COOHOOH                   162.140600000000             9.326647637814          4722.469766289555
MMALNACO3H                   209.111000000000            10.986150569439          5532.962867238850
DETLBIPNO3                   259.255800000000            12.539099493256          6208.274472229008
PXYMUCOH                     188.177900000000             9.908497530755          5014.908703619764
C92OOH                       190.236800000000            10.420758523433          5408.249316967298
C1310O2                      273.302200000000            12.989354024947          7016.655485681028
C812OOH                      190.193800000000            12.843565897099          6909.526053132702
C928CO3H                     216.231000000000            10.175765658419          5011.731242493577
C734OH                       176.167200000000            13.035670980050          7108.062997031776
HMVKNO3                      165.101500000000            10.637556151772          5290.978318019856
PHENOH                       160.124700000000            10.158479806188          5115.763242366787
INB1NACO2H                   240.125000000000            14.430747830250          7490.092611446824
C734O2                       191.158600000000            11.597707829000          5975.188254539512
PXYQOOH                      186.162000000000            11.452516914378          6206.947641551800
C118OH                       230.257600000000            12.806168675329          6604.160260807898
IPBZOLOOH                    218.203900000000            12.290345185937          6576.780513120647
C128O                        227.276900000000            10.641199387252          5297.752109314000
C1213CO                      258.267700000000            14.539756278700          7848.651833908932
NTM124LOOH                   263.201400000000            13.402811500034          7016.359351786190
C6CO2OHOOH                   162.140600000000             9.326647637814          4722.469766289555
OXYQCO                       168.146700000000            10.199199434185          4924.307787357950
HO13C5NO3                    165.144500000000            10.920620115018          5272.859732536022
C133OH                       258.310800000000            13.517268206805          7105.984702841187
C118O2                       245.249100000000            11.201658606311          5400.130903553293
INB1CO                       179.128100000000            10.882262127816          5449.342056123961
C137PAN                      315.319000000000            10.473507152462          5146.656604763815
C146O                        253.314100000000             8.926710887872          4525.000869733869
PXNNCATCO                    293.164500000000            12.581006840541          6374.767298612688
INB1HPCO3                    226.118300000000            11.406452824495          5628.909356285446
C54OOH                       136.146400000000            10.142598213965          5143.111862836857
HIEB2OOH                     166.129300000000            11.910181016177          6552.865478612652
LIMCOOH                      186.248100000000            10.941268072223          5567.268476329922
C7ADCCO2H                    142.152500000000             9.513439853591          4673.915803947394
