#Compound                    Mass                        parameter_A              parameter_B
HIEB2O2                      165.121400000000            10.436172044775          5010.108995311195
TM124MUCOH                   202.204500000000            11.884111411693          6100.398555357801
MTCTEC1OOH                   168.189800000000            10.660177000660          5426.209983674444
C137OH                       226.312000000000            11.944868436723          6187.547093298088
C151NO3                      331.361500000000            12.405493380488          6434.358305275920
NPBFUOOH                     221.164700000000            11.888839563446          6251.839102198062
PTCTEC1OOH                   168.189800000000            10.660177000660          5426.209983674444
NDNPHENOOH                   311.116800000000            17.012510715183          9136.871775982110
TL4OHNO2O                    218.140900000000            10.674167789998          5274.362860445879
C517CO2H                     146.141200000000            10.702815274965          5383.126390058635
PXYMUCCO3H                   186.162000000000             9.474290228917          4676.030738227695
NOETOL1OOH                   197.187900000000            10.839709818212          5612.759407358791
BZEMUCNO3                    205.122300000000            11.647980915977          5937.988845058661
HO7C8OOH                     162.226700000000            10.232361598701          5077.802879279772
C118CO                       228.241700000000            11.620409812570          6095.668766076166
BCKOOA                       254.322100000000             8.987115144495          4518.742821924036
BCKOOB                       254.322100000000             8.987115144495          4518.742821924036
C6135COOOH                   160.124700000000            10.049741170868          5070.787548688332
OETLMUCOOH                   218.203900000000            13.477100666457          7074.541359600652
TM135MUO3H                   200.188600000000             9.635887690747          4785.758376122770
METLMUCO3H                   200.188600000000             9.877935523788          4942.874166568524
ACOMCOMOOH                   176.124100000000            10.150865667572          5085.590220484611
C56OH                        120.147000000000            10.303314899739          5042.311282259046
DETLOBPROH                   212.242300000000             9.221205350975          4552.309577119164
NC4EDCO2H                    173.123500000000            10.934040382032          5582.671552417482
C142O                        239.330600000000             9.058404678667          4520.101095564031
HMVKBCO2H                    132.114600000000            10.249065644302          5089.151680693195
C8CO2OHPAN                   261.185500000000            11.388274493149          5882.802754446497
PBZBPERNO3                   231.202600000000            10.196012129226          5050.978976984838
BOXPOLAOOH                   164.199500000000             9.667319291963          4705.749803685574
NIPRBQOOH                    245.186100000000            12.389448856792          6520.593617175628
HO34CO6C8                    160.210800000000             9.738095492356          4772.826355447783
OXYMUCCO                     186.162000000000            10.565547357037          5340.367126501027
NTMB2FUOOH                   221.164700000000            11.340031571372          5925.715288824192
DNOETOLO2                    307.191000000000            12.940437050644          6696.139947132471
C9PAN1                       235.234400000000             9.373446348649          4645.930787831944
PNNCATECO                    307.191000000000            14.044801711977          7343.255287944721
DNPBNZLO                     291.191600000000            13.645180052835          7150.548313094975
HOCO3C5OOH                   134.130500000000             9.776842574328          4845.345744802733
NDNMXYLOOH                   339.170000000000            17.400291010692          9367.221685588271
INCNCO3H                     256.124400000000            13.436893369028          6931.332221101329
TM123MUCOH                   202.204500000000            11.814127416187          6081.484926950880
C5NO3O4OOH                   179.128100000000             9.634565601515          4746.470392291851
BCSOZO                       285.356000000000             9.377002830466          4716.726766926104
