#Compound,Mass,parameter_A,parameter_B,Surface_tension,alpha_wall,density,Henrys_constant,parameter_C
NDNIPBZLO2,352.1886,10.476730676615,5048.02531933515,0.05,0.00005,1400,0,0
NDNMXYOLO2,338.162,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
C139O2,257.3028,12.125635655217,6288.30162351056,0.05,0.00005,1400,0,0
BCKBOO,254.3221,9.60382791529,4952.80360602628,0.05,0.00005,1400,0,0
C7EDCOH,160.1678,8.971837803319,4475.02314238102,0.05,0.00005,1400,0,0
HPNC524CO,211.1269,13.608229969803,7344.67528870826,0.05,0.00005,1400,0,0
PBFUOH,160.1678,10.681618535298,5254.97414592203,0.05,0.00005,1400,0,0
DMEBMUPAN,259.2127,9.479471225914,4945.52202053615,0.05,0.00005,1400,0,0
NOXYOLOOH,249.1748,13.047261727357,6765.4471287828,0.05,0.00005,1400,0,0
OXYBPEROOH,188.1779,11.316608186664,5699.4147787394,0.05,0.00005,1400,0,0
C7MOCOCO3H,216.188,10.422005639741,5446.37268359492,0.05,0.00005,1400,0,0
LIMONONIC,184.2322,10.656678882411,5335.36768489546,0.05,0.00005,1400,0,0
NC91CO3H,245.2292,10.990162352389,5184.40469305591,0.05,0.00005,1400,0,0
ENCATECOOH,265.1742,14.104255034796,7903.52248937308,0.05,0.00005,1400,0,0
C728OH,162.1837,11.480180709,5950.78054370774,0.05,0.00005,1400,0,0
C712OOH,162.1837,10.181196392322,5077.97603336608,0.05,0.00005,1400,0,0
INANCO,224.1256,11.208771728629,5444.1414330485,0.05,0.00005,1400,0,0
C133O,257.3028,11.912758144213,5901.95534742733,0.05,0.00005,1400,0,0
NDNOETOLO2,352.1886,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
CO1H63OOH,148.1571,10.682484276128,5364.39174591258,0.05,0.00005,1400,0,0
C728O2,177.1751,10.630293173999,5191.53064995886,0.05,0.00005,1400,0,0
C41NO3,165.1015,10.586206884064,5181.45310691353,0.05,0.00005,1400,0,0
C915OOH,186.2051,10.541478189454,4992.98036653436,0.05,0.00005,1400,0,0
NDNIPBLOOH,353.1965,13.291967700778,6923.81086613615,0.05,0.00005,1400,0,0
PBENZOLOH,202.2045,11.114285333971,5775.951428309,0.05,0.00005,1400,0,0
PETOLOH,202.2045,11.114285333971,5775.951428309,0.05,0.00005,1400,0,0
PETLMUCO3H,200.1886,10.054322234432,4966.75048308374,0.05,0.00005,1400,0,0
C116CO2H,226.2689,11.527348545436,5918.97031415541,0.05,0.00005,1400,0,0
C914OOH,200.1886,11.03472676798,5350.81658821264,0.05,0.00005,1400,0,0
LMLKAOH,186.2051,9.771734337538,4958.60539222662,0.05,0.00005,1400,0,0
CHOC4OHOOH,134.1305,9.691784403307,4761.24854658506,0.05,0.00005,1400,0,0
IPRBQOH,184.1892,10.986863279736,5866.95253173698,0.05,0.00005,1400,0,0
PBENZOLO2,217.1959,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
C916OH,186.2051,9.576185385724,4731.70424986246,0.05,0.00005,1400,0,0
C919OOH,202.2045,10.920337410432,5553.92720504501,0.05,0.00005,1400,0,0
LIMALOOH,218.2469,12.595365180607,6748.85813729626,0.05,0.00005,1400,0,0
NLIMALOOH,263.2445,10.529886507705,5334.9070308782,0.05,0.00005,1400,0,0
PBZMUCCO,200.1886,9.861301169704,4741.22509042803,0.05,0.00005,1400,0,0
TM124MUPAN,245.1861,9.01307766258,4602.0613143418,0.05,0.00005,1400,0,0
NEBNZOLO,232.1675,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
C813OH,190.1938,12.867120414551,6802.31747111569,0.05,0.00005,1400,0,0
PEBQOOH,188.1779,10.739494497775,5851.64324778353,0.05,0.00005,1400,0,0
C131OOH,242.3114,11.153160671647,5717.44976957884,0.05,0.00005,1400,0,0
PETLBPROOH,202.2045,11.672157969728,5950.32700471781,0.05,0.00005,1400,0,0
HO36C12,202.3336,10.645067881404,5410.57305262541,0.05,0.00005,1400,0,0
C8OHCO2PAN,261.1855,9.890817704768,5174.23199871084,0.05,0.00005,1400,0,0
C6HOCOOOH,148.1571,9.98783964514,5029.13749524823,0.05,0.00005,1400,0,0
NDNT124OOH,353.1965,13.291967700778,6923.81086613615,0.05,0.00005,1400,0,0
OETLBPROOH,202.2045,11.672157969728,5950.32700471781,0.05,0.00005,1400,0,0
C818OH,174.1944,10.792748734719,5555.72981188552,0.05,0.00005,1400,0,0
NPEBQO,214.1522,9.438643343261,4770.74093144432,0.05,0.00005,1400,0,0
C4COMOHOOH,148.1571,9.875576181077,4957.98287930621,0.05,0.00005,1400,0,0
BCLKBOH,254.3221,11.600196174445,6031.50046379014,0.05,0.00005,1400,0,0
C128OH,228.2848,12.245709447558,6501.78146407266,0.05,0.00005,1400,0,0
BCLKBOC,254.3221,9.828861831187,5029.84093028276,0.05,0.00005,1400,0,0
C732CO3,203.1693,9.945579338565,4833.54323931782,0.05,0.00005,1400,0,0
IPNCATECO2,278.1929,11.826056117225,6186.10068493965,0.05,0.00005,1400,0,0
C128O2,243.2763,10.641199387252,5297.752109314,0.05,0.00005,1400,0,0
BCLKBO2,269.3135,9.037554667172,4617.54934967169,0.05,0.00005,1400,0,0
C731CO3H,188.1779,10.018885043986,4972.64920602908,0.05,0.00005,1400,0,0
NTM123OLO,246.1941,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
DNEBNZLOOH,294.1724,12.045639192651,6418.41677007986,0.05,0.00005,1400,0,0
MXNNCATCO2,309.1639,12.470163046345,6282.2188144122,0.05,0.00005,1400,0,0
NC91PAN,290.2268,10.14815968742,4912.26401147043,0.05,0.00005,1400,0,0
C927OOH,188.2209,11.450856302634,6023.31623677922,0.05,0.00005,1400,0,0
HO24C4CO3H,150.1299,10.218539052311,5190.13000478414,0.05,0.00005,1400,0,0
INB1NBCHO,224.1256,11.792572588911,5686.84720623662,0.05,0.00005,1400,0,0
C1211CO2H,256.2949,12.955313728117,6991.58175369297,0.05,0.00005,1400,0,0
HO124C5,120.147,10.050460650541,4996.98398599345,0.05,0.00005,1400,0,0
C135O,285.2699,12.594501240832,6317.50620844256,0.05,0.00005,1400,0,0
TM124OLO2,217.1959,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
PTLQOH,156.136,10.386607524381,5457.67656872845,0.05,0.00005,1400,0,0
C821OOH,174.1513,9.901693443495,4784.04039611877,0.05,0.00005,1400,0,0
C622OOH,132.1577,9.7421761992,4727.32267283654,0.05,0.00005,1400,0,0
TM124OLOH,202.2045,11.114285333971,5775.951428309,0.05,0.00005,1400,0,0
C137NO3,271.3095,10.11795739199,4895.74438525125,0.05,0.00005,1400,0,0
C1011CO2H,198.2588,10.347165929068,5030.98901389383,0.05,0.00005,1400,0,0
C924OH,172.2215,10.23470522151,5169.57296197282,0.05,0.00005,1400,0,0
C920PAN,261.2286,10.212379126401,5088.66985217723,0.05,0.00005,1400,0,0
HPC52CO3H,198.1281,12.732721682669,7127.65248094141,0.05,0.00005,1400,0,0
PTLQOOH,172.1354,11.207810924765,6048.58389956257,0.05,0.00005,1400,0,0
HOACETEOOH,136.1033,10.137028683209,4868.45001374149,0.05,0.00005,1400,0,0
C628OOH,162.1406,10.678325703376,5502.50347678868,0.05,0.00005,1400,0,0
C142OOH,256.338,13.143440972225,6947.00823883163,0.05,0.00005,1400,0,0
ENCATECO2,264.1663,11.581350126779,6027.73694271071,0.05,0.00005,1400,0,0
C6CYTONOOH,158.1088,10.486305391398,4966.68645647384,0.05,0.00005,1400,0,0
PXYBIPENO3,217.176,11.472450168879,5455.53780139775,0.05,0.00005,1400,0,0
C813NO3,235.1913,14.333147945838,7380.66345036635,0.05,0.00005,1400,0,0
C1014OOH,218.2469,10.327777798942,5041.75042189535,0.05,0.00005,1400,0,0
PXYOLOOH,204.1773,12.045639192651,6418.41677007986,0.05,0.00005,1400,0,0
C818OOH,190.1938,11.501688689255,6075.48253199678,0.05,0.00005,1400,0,0
C116OH,198.2588,10.418616690317,5048.1035806499,0.05,0.00005,1400,0,0
C122OOH,232.3166,11.487407849577,6160.98598830324,0.05,0.00005,1400,0,0
BCKBCO,238.3227,10.444966468615,5224.10746045623,0.05,0.00005,1400,0,0
C123OOH,232.3166,12.069789024858,6425.08562542186,0.05,0.00005,1400,0,0
C132O2,257.3028,10.413188268482,5122.12529197694,0.05,0.00005,1400,0,0
C137CO3,269.3135,10.473507152462,5146.65660476382,0.05,0.00005,1400,0,0
C1313O,241.3034,10.783630646982,5293.67645085355,0.05,0.00005,1400,0,0
C132OH,242.3114,11.664169453768,6104.53326883902,0.05,0.00005,1400,0,0
NPXYQO,214.1522,9.327799535132,4678.19244324868,0.05,0.00005,1400,0,0
C65NO3CO2H,177.1552,10.647949147181,5103.40020543874,0.05,0.00005,1400,0,0
C6CONO3OOH,193.1546,10.053031158061,4860.23377766968,0.05,0.00005,1400,0,0
INAHPCHO,195.1275,11.016966185341,5578.49320668294,0.05,0.00005,1400,0,0
C137O,225.304,10.11795739199,4895.74438525125,0.05,0.00005,1400,0,0
DDECOOH,202.3336,9.697732711064,4747.6902921638,0.05,0.00005,1400,0,0
PNCATECOOH,279.2008,14.45980485207,8154.43472509264,0.05,0.00005,1400,0,0
BCKAO,239.3306,10.493267432441,4980.21091763717,0.05,0.00005,1400,0,0
C5MEJPAN,261.1855,9.890817704768,5174.23199871084,0.05,0.00005,1400,0,0
NDMEPHOLOH,261.2286,12.304847097594,6281.34552700547,0.05,0.00005,1400,0,0
NMETOLOOH,263.2014,13.291967700778,6923.81086613615,0.05,0.00005,1400,0,0
NDMEPHOLO2,276.2201,10.832280447689,5298.93754188054,0.05,0.00005,1400,0,0
TLEMUCOH,174.1513,9.663791545908,4856.54496299534,0.05,0.00005,1400,0,0
IPBZOBPROH,184.1892,9.643296259538,4690.7991536049,0.05,0.00005,1400,0,0
C625OH,148.1571,10.433942472904,5386.00794550174,0.05,0.00005,1400,0,0
TM124OLO,201.1965,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
ENNCATECO2,309.1639,12.581006840541,6374.76729861269,0.05,0.00005,1400,0,0
IPNCATCOOH,279.2008,14.34896104402,8061.88623695929,0.05,0.00005,1400,0,0
INAHPCO2H,211.1269,13.616403060135,7381.73861143626,0.05,0.00005,1400,0,0
TM124QONE,150.1745,8.160289681279,4242.8226616567,0.05,0.00005,1400,0,0
C625O2,163.1485,9.690942540592,4697.9126536393,0.05,0.00005,1400,0,0
C811OOH,174.1944,10.532520427961,5293.81073291112,0.05,0.00005,1400,0,0
BCLKAOOH,270.3215,11.637194815691,6177.62832966847,0.05,0.00005,1400,0,0
TM123OLOOH,218.2039,12.401188978948,6669.32899698413,0.05,0.00005,1400,0,0
OETLQOH,184.1892,11.09770707095,5959.50101508565,0.05,0.00005,1400,0,0
OETLQO2,199.1806,9.273727249612,4674.6227990038,0.05,0.00005,1400,0,0
INANCO2H,240.125,13.795597746185,7137.86163973062,0.05,0.00005,1400,0,0
HO6CO9C11,186.2912,9.654114687926,4685.24903696025,0.05,0.00005,1400,0,0
C1212OOH,260.2836,14.511428436692,8214.9897683856,0.05,0.00005,1400,0,0
C4PAN2,181.1009,10.169028475079,5040.70194345323,0.05,0.00005,1400,0,0
C1310OH,258.3108,14.534204836845,8220.68484669299,0.05,0.00005,1400,0,0
INB1NBCO2H,240.125,14.43074783025,7490.09261144682,0.05,0.00005,1400,0,0
C1214O,227.2769,10.057638480878,4871.21306469726,0.05,0.00005,1400,0,0
C921OOH,204.2203,11.902871051721,6435.88972555861,0.05,0.00005,1400,0,0
BCLKBO,253.3141,9.037554667172,4617.54934967169,0.05,0.00005,1400,0,0
C734OOH,192.1666,13.725191544408,7627.81570840859,0.05,0.00005,1400,0,0
NORLIMO2,203.2124,10.026494281942,4845.31845274006,0.05,0.00005,1400,0,0
NTM124QO2,244.1782,9.683349318427,4929.10466929354,0.05,0.00005,1400,0,0
C10PAN1,249.261,10.205148598851,5132.2241732552,0.05,0.00005,1400,0,0
TLBIPERNO3,203.1495,11.227744185204,5297.17406110719,0.05,0.00005,1400,0,0
MXYMUCNO3,233.1754,10.775977413847,5361.93905590522,0.05,0.00005,1400,0,0
C630OOH,146.1412,9.911249920984,5120.42227948785,0.05,0.00005,1400,0,0
NNCATECOOH,282.1186,14.578527823669,7841.27688576474,0.05,0.00005,1400,0,0
C818CO,172.1785,10.800072002011,5202.68512502642,0.05,0.00005,1400,0,0
MXNNCATOOH,310.1718,15.067939774964,8158.00436178081,0.05,0.00005,1400,0,0
C1310OOH,274.3102,15.11683777122,8669.28294835747,0.05,0.00005,1400,0,0
MACRNCO2H,165.1015,11.832264400182,5922.97838151708,0.05,0.00005,1400,0,0
NDNCRESOOH,325.1434,12.691711932153,6514.53489932824,0.05,0.00005,1400,0,0
C144O2,271.3294,11.139180427328,5544.58867605334,0.05,0.00005,1400,0,0
H3C25C6OH,146.1412,9.474545347156,4740.04498384666,0.05,0.00005,1400,0,0
C732OH,160.1678,11.708551616135,6067.73673671997,0.05,0.00005,1400,0,0
TLBIPEROOH,174.1513,11.071902218055,5541.05104276394,0.05,0.00005,1400,0,0
C93NO3,219.235,11.061550765172,5428.47198060324,0.05,0.00005,1400,0,0
C825CO,172.1785,12.201058075759,6157.0099256714,0.05,0.00005,1400,0,0
C1215O,243.2763,11.557208376247,5651.04312577209,0.05,0.00005,1400,0,0
NC524NO3,242.1409,15.513362627942,8212.93459928064,0.05,0.00005,1400,0,0
BZBIPERNO3,189.1229,10.983038214522,5138.81032453934,0.05,0.00005,1400,0,0
NC102OOH,261.2286,13.370117598302,6818.19235273483,0.05,0.00005,1400,0,0
TM124BP2OH,186.2051,9.669739096709,4700.99496580166,0.05,0.00005,1400,0,0
C139O,241.3034,12.125635655217,6288.30162351056,0.05,0.00005,1400,0,0
NDNOXYLOOH,339.17,13.047261727357,6765.4471287828,0.05,0.00005,1400,0,0
DMEBMUOH,216.231,9.875022856861,5050.55982233422,0.05,0.00005,1400,0,0
C923CO3H,200.2316,9.905351750919,4837.4045762945,0.05,0.00005,1400,0,0
NOETOLO2,262.1935,10.698418258626,5233.12228591369,0.05,0.00005,1400,0,0
INDOH,181.1439,11.968775267745,6078.3282933184,0.05,0.00005,1400,0,0
INDO2,196.1354,11.2203995232,5390.23300147106,0.05,0.00005,1400,0,0
IPBZMUCO2H,184.1892,10.80564937878,5464.71359536964,0.05,0.00005,1400,0,0
PTNNCATCO2,323.1904,12.936556617562,6625.67952286196,0.05,0.00005,1400,0,0
NDNEBNZLO,322.1626,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
NOETOLOH,247.202,12.170984888303,6215.53026524594,0.05,0.00005,1400,0,0
CYHXOLAOOH,132.1577,9.891956141891,4821.40786297527,0.05,0.00005,1400,0,0
C721OOH,160.1678,10.569435674762,5266.05659258151,0.05,0.00005,1400,0,0
MXYOLOOH,204.1773,11.934795412277,6325.86828983431,0.05,0.00005,1400,0,0
C826OOH,190.1938,11.884265643628,6247.03369368465,0.05,0.00005,1400,0,0
TM124MUOOH,218.2039,10.974406928054,5764.17977853295,0.05,0.00005,1400,0,0
BZEMUCOOH,176.1241,10.129445181708,5196.54007314094,0.05,0.00005,1400,0,0
EBZMUCCO3H,186.162,9.809616239598,4808.38673959998,0.05,0.00005,1400,0,0
EBFUOH,146.1412,10.326068752467,5004.06192000857,0.05,0.00005,1400,0,0
TM124BPNO3,231.2026,11.717156151526,5613.90154139184,0.05,0.00005,1400,0,0
NPPRBQO2,244.1782,9.794193104876,5021.65315127826,0.05,0.00005,1400,0,0
HOPINONIC,200.2316,11.303230114738,5858.77364559728,0.05,0.00005,1400,0,0
PBZMUCPAN,245.1861,9.234765243202,4787.15828052287,0.05,0.00005,1400,0,0
METLMUCOOH,218.2039,11.085250704149,5856.72825755303,0.05,0.00005,1400,0,0
C719OOH,176.1672,13.238952075703,7103.48310804761,0.05,0.00005,1400,0,0
C5DBEPAN,231.1596,8.982387867318,4506.75155964113,0.05,0.00005,1400,0,0
INB1NBCO3,255.1165,11.546909129541,5385.032379979,0.05,0.00005,1400,0,0
C730OOH,178.1831,12.767084360256,6844.15811418079,0.05,0.00005,1400,0,0
C521OH,132.1146,10.517741515319,4984.12472479913,0.05,0.00005,1400,0,0
BCKAO2,255.33,10.493267432441,4980.21091763717,0.05,0.00005,1400,0,0
NMETLQO2,244.1782,9.683349318427,4929.10466929354,0.05,0.00005,1400,0,0
C8CO2DBPAN,231.1596,8.982387867318,4506.75155964113,0.05,0.00005,1400,0,0
C136OH,210.3126,10.305083381475,4912.85894639493,0.05,0.00005,1400,0,0
PXNCATECO,248.1669,11.581350126779,6027.73694271071,0.05,0.00005,1400,0,0
C113OH,202.2906,11.005299313688,5654.42068689945,0.05,0.00005,1400,0,0
NEBFUOOH,207.1382,12.367326504196,5941.99960535583,0.05,0.00005,1400,0,0
C1210CO3H,256.2949,11.131571187552,5671.91942882182,0.05,0.00005,1400,0,0
LIMALO,201.2396,10.38204404398,5096.23067269874,0.05,0.00005,1400,0,0
BCKAOO,254.3221,9.60382791529,4952.80360602628,0.05,0.00005,1400,0,0
BCKAOH,240.3386,11.783645689374,5962.61889586874,0.05,0.00005,1400,0,0
NPXYFUOOH,193.1116,12.01177672518,5691.08738053698,0.05,0.00005,1400,0,0
C152O2,301.3554,11.735996665756,5872.53822623754,0.05,0.00005,1400,0,0
C827CO3H,202.2045,9.820215877265,4760.81901706188,0.05,0.00005,1400,0,0
PBFUOOH,176.1672,11.50282194637,5845.88147981511,0.05,0.00005,1400,0,0
C6MOCOCO3H,202.1614,10.066455875546,5195.46046301947,0.05,0.00005,1400,0,0
C58OH,134.1305,9.267234374101,4619.16164991681,0.05,0.00005,1400,0,0
BCLKBOOH,270.3215,11.74803861646,6270.17681575331,0.05,0.00005,1400,0,0
C152OH,286.3639,12.606647376995,6631.7881145196,0.05,0.00005,1400,0,0
C141OO,270.3215,12.238448085536,6420.79475866032,0.05,0.00005,1400,0,0
NTM135OLO2,262.1935,10.476730676615,5048.02531933515,0.05,0.00005,1400,0,0
METLMUCPAN,245.1861,9.123921459313,4694.60979927101,0.05,0.00005,1400,0,0
NTM135OLOH,247.202,11.949297328132,6030.43330492054,0.05,0.00005,1400,0,0
PBZBPER2OH,186.2051,10.525157113508,5259.71677825821,0.05,0.00005,1400,0,0
C59OOH,150.1299,10.670651694115,5693.2190347526,0.05,0.00005,1400,0,0
HNMVKOH,165.1015,10.002406034749,4938.74733686445,0.05,0.00005,1400,0,0
IC7DCOOH,176.1672,9.682197401408,4973.38198669361,0.05,0.00005,1400,0,0
PNCATECO2,278.1929,11.936899920652,6278.64917178562,0.05,0.00005,1400,0,0
MNNCATCOOH,296.1452,14.823233794955,7999.64062254696,0.05,0.00005,1400,0,0
HO13C4OH,106.1204,10.292293944976,5119.69661644461,0.05,0.00005,1400,0,0
NCATECOOH,237.1211,13.503999276926,7494.24652562544,0.05,0.00005,1400,0,0
MMALNACO2H,193.1116,11.687483748942,6030.92597341869,0.05,0.00005,1400,0,0
CONO3C6OOH,193.1546,10.053031158061,4860.23377766968,0.05,0.00005,1400,0,0
C128CO,226.2689,11.522173369277,5860.23298824153,0.05,0.00005,1400,0,0
C621O2,177.1321,10.650184049735,5071.33385338838,0.05,0.00005,1400,0,0
PETLMUCNO3,247.202,11.131527200673,5612.85128296114,0.05,0.00005,1400,0,0
C61CPAN,235.1483,9.862069829411,4807.45208764875,0.05,0.00005,1400,0,0
C624OOH,132.1577,9.7421761992,4727.32267283654,0.05,0.00005,1400,0,0
C919NO3,231.2026,10.563630896222,5310.05022536535,0.05,0.00005,1400,0,0
HO6C7OOH,148.2001,9.462575862268,4626.00391680833,0.05,0.00005,1400,0,0
C926OH,186.2051,9.055958653201,4584.98054603422,0.05,0.00005,1400,0,0
C148OOH,286.1416,11.862228746851,6254.66565829548,0.05,0.00005,1400,0,0
NDNIPBZLO,336.1892,10.476730676615,5048.02531933515,0.05,0.00005,1400,0,0
METLQO,183.1812,9.162883450234,4582.07431331743,0.05,0.00005,1400,0,0
C917OH,170.2057,9.72595853371,4800.63649944917,0.05,0.00005,1400,0,0
TLBIPER2OH,158.1519,9.814057571367,4757.89233316703,0.05,0.00005,1400,0,0
C930OH,186.2051,9.724070418638,4706.3476592609,0.05,0.00005,1400,0,0
BCALO2,285.356,11.494730184928,5795.50089474183,0.05,0.00005,1400,0,0
INB1NACO3H,256.1244,13.729414651428,6992.12950546515,0.05,0.00005,1400,0,0
BCALCOH,252.3493,10.39495788959,5271.71875891571,0.05,0.00005,1400,0,0
C920OOH,188.2209,10.277162784916,5155.42865770259,0.05,0.00005,1400,0,0
BCALOH,270.3645,12.365380930859,6554.75079295895,0.05,0.00005,1400,0,0
C928CO2H,200.2316,10.927092773198,5509.69434631211,0.05,0.00005,1400,0,0
PXNNCATOOH,310.1718,15.178783568757,8250.55284584422,0.05,0.00005,1400,0,0
BCALOO,254.3221,9.60382791529,4952.80360602628,0.05,0.00005,1400,0,0
C1214O2,243.2763,10.057638480878,4871.21306469726,0.05,0.00005,1400,0,0
NMXYQOOH,231.1596,12.485531239981,6553.97798869545,0.05,0.00005,1400,0,0
C813O,189.1858,11.979370503496,5971.91296188408,0.05,0.00005,1400,0,0
OETLQCO,182.1733,10.554749204523,5175.2200096931,0.05,0.00005,1400,0,0
BCLKACO,252.3062,10.335512272467,5304.83092589702,0.05,0.00005,1400,0,0
C1214OH,228.2848,11.308619685285,5853.62104703471,0.05,0.00005,1400,0,0
C144OOH,272.3374,13.352501544728,7197.21613514649,0.05,0.00005,1400,0,0
HO3C86OOH,162.2267,9.81954529534,4855.52226883663,0.05,0.00005,1400,0,0
C145O,287.3288,13.628883637829,7424.05769333836,0.05,0.00005,1400,0,0
INB2OOH,197.1433,12.769139636675,6690.62949184384,0.05,0.00005,1400,0,0
C824OOH,174.1944,10.588095396528,5438.41345712052,0.05,0.00005,1400,0,0
C1313OOH,258.3108,12.996951770826,6946.30391179116,0.05,0.00005,1400,0,0
INB1HPCHO,195.1275,11.652116290108,5930.72418432957,0.05,0.00005,1400,0,0
C76OOH,162.1837,9.709658974106,4906.42486981875,0.05,0.00005,1400,0,0
T123NNCTO,307.191,12.714869034547,6440.58255599503,0.05,0.00005,1400,0,0
C128OOH,244.2842,12.842385953463,6950.37957266303,0.05,0.00005,1400,0,0
HO8C9CO3H,204.2634,10.61067299922,5404.36485394536,0.05,0.00005,1400,0,0
IPRBQO,183.1812,9.162883450234,4582.07431331743,0.05,0.00005,1400,0,0
DMEBPROOH,216.231,12.027707734918,6201.23922557896,0.05,0.00005,1400,0,0
APINCNO3,215.2463,10.288546652315,4980.67335572684,0.05,0.00005,1400,0,0
ALC4DOLOOH,150.1299,10.87875706246,5747.39691910515,0.05,0.00005,1400,0,0
BZEMUCCO2H,142.1094,9.849843838173,4804.52540575596,0.05,0.00005,1400,0,0
CO2HOC6OOH,148.1571,9.464952990008,4748.0611294091,0.05,0.00005,1400,0,0
NOXYQO2,230.1516,9.438643343261,4770.74093144432,0.05,0.00005,1400,0,0
C98OOH,204.2203,12.399146720447,6284.05877600811,0.05,0.00005,1400,0,0
C730OH,162.1837,11.480180709,5950.78054370774,0.05,0.00005,1400,0,0
DMEBIPNO3,245.2292,12.183549722069,5957.36224965088,0.05,0.00005,1400,0,0
MVKOHAOOH,136.1033,9.832518813445,5182.62431720068,0.05,0.00005,1400,0,0
C730O2,177.1751,10.630293173999,5191.53064995886,0.05,0.00005,1400,0,0
C1211O,227.2769,10.702715709917,5281.9012392396,0.05,0.00005,1400,0,0
C94OOH,188.2209,9.790340123959,4933.83751822131,0.05,0.00005,1400,0,0
PPRBQO,185.1971,8.881723120646,4449.92800241798,0.05,0.00005,1400,0,0
C819OOH,190.1938,11.389425237613,6004.32791961309,0.05,0.00005,1400,0,0
C824OH,158.195,9.879155446669,4918.66073834927,0.05,0.00005,1400,0,0
PBENZOLO,201.1965,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
NTM123OLO2,262.1935,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
C927OH,172.2215,10.220449360895,5201.09328201002,0.05,0.00005,1400,0,0
C57AOOH,150.1299,10.063642598516,5210.06897957595,0.05,0.00005,1400,0,0
NTM123OLOH,247.202,12.060141111013,6122.98178588429,0.05,0.00005,1400,0,0
CO1H63OH,132.1577,10.085807772825,4915.79363806661,0.05,0.00005,1400,0,0
C7BDCOOH,176.1672,9.682197401408,4973.38198669361,0.05,0.00005,1400,0,0
PBZMUCNO3,247.202,11.242370979761,5705.39976283811,0.05,0.00005,1400,0,0
C56OOH,136.1464,10.739981252402,5516.73670808281,0.05,0.00005,1400,0,0
IPNCATECO,262.1935,11.826056117225,6186.10068493965,0.05,0.00005,1400,0,0
C630OH,130.1418,9.725196633754,4881.74592870056,0.05,0.00005,1400,0,0
C929OH,188.2209,10.594079582183,5343.89962697989,0.05,0.00005,1400,0,0
C525O2,165.1214,10.467670350829,5454.54267780986,0.05,0.00005,1400,0,0
NC101OOH,245.2292,12.041067036914,5885.51754150524,0.05,0.00005,1400,0,0
C817OOH,174.1944,10.040474524226,5018.17954568245,0.05,0.00005,1400,0,0
PTNCATECO2,278.1929,11.936899920652,6278.64917178562,0.05,0.00005,1400,0,0
C813OOH,206.1932,14.047136422325,7624.54042802742,0.05,0.00005,1400,0,0
C51OOH,134.1305,10.214671056302,5042.32491181225,0.05,0.00005,1400,0,0
PBENZOLOOH,218.2039,12.401188978948,6669.32899698413,0.05,0.00005,1400,0,0
C87CO2H,200.1886,11.206699881418,5636.16603618797,0.05,0.00005,1400,0,0
NTM124QO,228.1788,9.683349318427,4929.10466929354,0.05,0.00005,1400,0,0
PETLQOH,184.1892,10.353132830145,5493.327681619,0.05,0.00005,1400,0,0
C811CO3H,202.2045,10.857254558506,5499.19260896257,0.05,0.00005,1400,0,0
DNPXYOLOOH,294.1724,12.045639192651,6418.41677007986,0.05,0.00005,1400,0,0
NTM124QOOH,245.1861,12.841081024939,6804.89021521529,0.05,0.00005,1400,0,0
PETLQO2,199.1806,9.162883450234,4582.07431331743,0.05,0.00005,1400,0,0
INAHCO2H,195.1275,12.2226117947,6417.20643578911,0.05,0.00005,1400,0,0
C117OH,214.2582,10.953069898006,5602.70881984881,0.05,0.00005,1400,0,0
BCBOOA,270.3215,9.828861831187,5029.84093028276,0.05,0.00005,1400,0,0
C147O,269.3135,11.521920111714,5992.99202208031,0.05,0.00005,1400,0,0
NDNPXYOLO,322.1626,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
BCBOOH,254.3651,11.460579570335,5873.05668260457,0.05,0.00005,1400,0,0
NTM124OLOH,247.202,12.060141111013,6122.98178588429,0.05,0.00005,1400,0,0
BCAOOH,254.3651,12.09431001039,6246.68152999129,0.05,0.00005,1400,0,0
NPBNZOLO2,262.1935,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
NPBNZOLOH,247.202,12.060141111013,6122.98178588429,0.05,0.00005,1400,0,0
C113CO,200.2747,9.719469143458,4748.77256943158,0.05,0.00005,1400,0,0
C5OHCO4OOH,134.1305,9.520026420267,4707.07065970308,0.05,0.00005,1400,0,0
NTM124OLO2,262.1935,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
NTM135OLO,246.1941,10.476730676615,5048.02531933515,0.05,0.00005,1400,0,0
C143CO,254.3221,12.29287362815,6529.1941076315,0.05,0.00005,1400,0,0
METLMUCOH,202.2045,10.264047312386,5265.82092918718,0.05,0.00005,1400,0,0
C147OH,270.3215,13.00529207336,7125.86676947259,0.05,0.00005,1400,0,0
C147O2,285.3129,11.521920111714,5992.99202208031,0.05,0.00005,1400,0,0
