#Compound,Mass,parameter_A,parameter_B,Surface_tension,alpha_wall,density,Henrys_constant,parameter_C
C925O2,219.2118,12.213093420274,6045.38242151701,0.05,0.00005,1400,0,0
C129OOH,242.2683,10.926095275945,5675.80388526289,0.05,0.00005,1400,0,0
BCKAOOH,256.338,13.126316090106,6855.99646512619,0.05,0.00005,1400,0,0
C730NO3,207.1812,10.630293173999,5191.53064995886,0.05,0.00005,1400,0,0
BCSOZO2,301.3554,11.247558986389,5350.2216552996,0.05,0.00005,1400,0,0
MXNCATECO2,264.1663,11.47050635249,5935.1884642088,0.05,0.00005,1400,0,0
DMPHCOMOOH,180.2005,9.453984189144,4732.77763385217,0.05,0.00005,1400,0,0
C116OOH,214.2582,10.442061117805,5215.62532113908,0.05,0.00005,1400,0,0
IPBENZOLO,201.1965,9.669739096709,4700.99496580166,0.05,0.00005,1400,0,0
C98NO3,233.2185,12.551737585448,6040.181797955,0.05,0.00005,1400,0,0
C115OOH,230.2576,10.698018582527,5285.29836125561,0.05,0.00005,1400,0,0
C133O2,273.3022,11.912758144213,5901.95534742733,0.05,0.00005,1400,0,0
C7DCCO2H,142.1525,9.513439853591,4673.91580394739,0.05,0.00005,1400,0,0
MXYMUCPAN,231.1596,8.768371687409,4443.69757648762,0.05,0.00005,1400,0,0
NOXYFUOOH,207.1382,12.256482724466,5849.45112529488,0.05,0.00005,1400,0,0
NDMEPHOLO,260.2207,10.832280447689,5298.93754188054,0.05,0.00005,1400,0,0
NCATECO,220.1137,10.981094370211,5618.46097935643,0.05,0.00005,1400,0,0
C118O,229.2497,11.201658606311,5400.13090355329,0.05,0.00005,1400,0,0
C123NO3,261.3147,12.12820009755,6181.2086537252,0.05,0.00005,1400,0,0
PETOLO2,217.1959,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
PHCOCOCOOH,180.1574,10.059095581315,4833.8927382773,0.05,0.00005,1400,0,0
MXYMUCCO3H,186.162,9.698772467225,4715.83826164511,0.05,0.00005,1400,0,0
NTM123LOOH,263.2014,13.402811500034,7016.35935178619,0.05,0.00005,1400,0,0
C108NO3,245.2292,10.956221916628,5443.05737614676,0.05,0.00005,1400,0,0
NDNOXYOLO,322.1626,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
HO3C106OOH,190.2799,10.530644841387,5357.34671504556,0.05,0.00005,1400,0,0
DNIPBZLOOH,308.199,12.290345185937,6576.78051312065,0.05,0.00005,1400,0,0
NTM124OLO,246.1941,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
C1214OOH,244.2842,12.651290078797,6746.99861422329,0.05,0.00005,1400,0,0
NDNOETOLO,336.1892,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
HO3C116NO3,233.3046,10.956740236306,5364.38196162644,0.05,0.00005,1400,0,0
C118OOH,246.257,13.402845166406,7052.75836515139,0.05,0.00005,1400,0,0
C141OH,224.3392,10.66063316614,5163.77117283187,0.05,0.00005,1400,0,0
DMEBMUO2H,198.2158,11.161199150817,5715.62581819108,0.05,0.00005,1400,0,0
C5MEJCO3H,216.188,10.422005639741,5446.37268359492,0.05,0.00005,1400,0,0
C148OH,270.1467,11.109454406584,5734.91294201929,0.05,0.00005,1400,0,0
C148O2,285.3129,9.151744795941,4602.03819175049,0.05,0.00005,1400,0,0
C1211CO3H,272.2943,13.219761764603,7139.91058506862,0.05,0.00005,1400,0,0
C5M2OHOPAN,247.159,9.53526792484,4923.31977363079,0.05,0.00005,1400,0,0
C118NO3,275.2552,11.201658606311,5400.13090355329,0.05,0.00005,1400,0,0
OXYMUCCO2H,170.1626,10.339255815907,5121.25288930723,0.05,0.00005,1400,0,0
C536O,165.0399,9.484392152312,4760.65005159131,0.05,0.00005,1400,0,0
C58OOH,150.1299,10.661025633296,5583.69382377235,0.05,0.00005,1400,0,0
DNPBNZLO2,307.191,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
TM123BPNO3,231.2026,11.001380471851,5240.27669653547,0.05,0.00005,1400,0,0
TM135OLO,201.1965,9.669739096709,4700.99496580166,0.05,0.00005,1400,0,0
C926OOH,202.2045,10.524508700266,5478.35811493287,0.05,0.00005,1400,0,0
DMEBMUNO3,261.2286,11.376233181892,5771.21502254689,0.05,0.00005,1400,0,0
NMXYQO,214.1522,9.327799535132,4678.19244324868,0.05,0.00005,1400,0,0
DMEPHOLO,215.2231,10.025288877062,4951.9071910018,0.05,0.00005,1400,0,0
C7CO2M5OOH,172.1785,9.190979480822,4589.11311652303,0.05,0.00005,1400,0,0
C9DCNO3,213.1873,10.577236687923,4972.26146758414,0.05,0.00005,1400,0,0
C1212NO3,305.2812,12.015749335019,6339.20422478971,0.05,0.00005,1400,0,0
C922OOH,220.2197,13.744200423194,7362.75563229596,0.05,0.00005,1400,0,0
C622CO2H,144.1684,10.768243538396,5430.66766341174,0.05,0.00005,1400,0,0
C1212OH,244.2842,13.224524802149,7321.6122027228,0.05,0.00005,1400,0,0
C6EO2HCO3H,216.188,10.422005639741,5446.37268359492,0.05,0.00005,1400,0,0
NDNPBNZLO2,352.1886,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
C1212O2,259.2757,12.015749335019,6339.20422478971,0.05,0.00005,1400,0,0
NMEBFUOOH,221.1647,12.612032490024,6100.36334626149,0.05,0.00005,1400,0,0
C8O2OHCO3H,216.188,10.311161855747,5353.82420231347,0.05,0.00005,1400,0,0
C1311OH,226.312,11.008579583338,5610.46707663393,0.05,0.00005,1400,0,0
INANCOCO3H,254.1085,11.33502469216,5637.28744586121,0.05,0.00005,1400,0,0
BCALACO,250.3334,9.936818200532,4918.67407722736,0.05,0.00005,1400,0,0
C623OOH,164.1565,12.411534588016,6593.24589130108,0.05,0.00005,1400,0,0
C519CO3H,162.1406,10.651668656389,5318.86140537012,0.05,0.00005,1400,0,0
LMKAOH,172.2215,10.33455558394,5132.73907777132,0.05,0.00005,1400,0,0
DETLBPR2OH,214.2582,11.125412871781,5668.99274209862,0.05,0.00005,1400,0,0
CO36C12,198.3019,8.863033472036,4461.74945931148,0.05,0.00005,1400,0,0
HO8C9OOH,176.2533,10.173675412885,5127.82836432476,0.05,0.00005,1400,0,0
BPINCNO3,215.2463,10.557074563136,5131.14011741404,0.05,0.00005,1400,0,0
DETLMUCO2,245.2491,9.378005530333,4613.37676225286,0.05,0.00005,1400,0,0
NPXYOLOH,233.1754,11.704591313617,5872.06955580185,0.05,0.00005,1400,0,0
HIEB1OOH,166.1293,12.589579724246,6997.64493891821,0.05,0.00005,1400,0,0
TM135OLO2,217.1959,9.669739096709,4700.99496580166,0.05,0.00005,1400,0,0
TM135OLOH,202.2045,11.003441556204,5683.40294880985,0.05,0.00005,1400,0,0
C929OOH,204.2203,11.303019516843,5863.65234140113,0.05,0.00005,1400,0,0
NPXYOLO2,248.1669,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
OXYMUCNO3,233.1754,10.66513364311,5269.39057841907,0.05,0.00005,1400,0,0
OXNNCATCO,293.1645,12.581006840541,6374.76729861269,0.05,0.00005,1400,0,0
NDNPXYLOOH,339.17,13.047261727357,6765.4471287828,0.05,0.00005,1400,0,0
C7CO2OHPAN,247.159,9.53526792484,4923.31977363079,0.05,0.00005,1400,0,0
PTNNCATOOH,324.1984,15.534333326151,8501.46506449238,0.05,0.00005,1400,0,0
TL4ONO2OOH,235.1483,11.69008941907,6167.50454681772,0.05,0.00005,1400,0,0
BZBIPEROOH,160.1247,10.827196214497,5382.68729678226,0.05,0.00005,1400,0,0
C621O,161.1327,10.650184049735,5071.33385338838,0.05,0.00005,1400,0,0
METLQOOH,200.1886,11.808066682481,6457.85986324694,0.05,0.00005,1400,0,0
C510OOH,195.1275,11.016966185341,5578.49320668294,0.05,0.00005,1400,0,0
C728OOH,178.1831,12.767084360256,6844.15811418079,0.05,0.00005,1400,0,0
IPNNCATCO,307.191,12.825712834677,6533.13104189694,0.05,0.00005,1400,0,0
INB1HPCO2H,211.1269,14.209829980474,7733.96959536814,0.05,0.00005,1400,0,0
IPRBQOOH,200.1886,11.808066682481,6457.85986324694,0.05,0.00005,1400,0,0
T124NNCTO2,323.1904,12.825712834677,6533.13104189694,0.05,0.00005,1400,0,0
MNCATECOOH,251.1477,13.748705269024,7652.61026830904,0.05,0.00005,1400,0,0
DEMPHOLO,229.2497,10.380838653071,5202.81941495944,0.05,0.00005,1400,0,0
C57NO3CO3,210.1189,10.585249434646,5038.00202846685,0.05,0.00005,1400,0,0
C116CO3H,242.2683,10.776021406938,5421.00720354367,0.05,0.00005,1400,0,0
TM135MUOH,202.2045,9.519473090731,4799.64760120378,0.05,0.00005,1400,0,0
TM124NOOH,249.1748,12.045639192651,6418.41677007986,0.05,0.00005,1400,0,0
CRESOH,174.1513,10.403185806936,5274.12698754453,0.05,0.00005,1400,0,0
C7M2CO5OOH,172.1785,9.301823274249,4681.66160050581,0.05,0.00005,1400,0,0
C117OOH,230.2576,12.295740296582,6496.08638848823,0.05,0.00005,1400,0,0
C136CO2H,238.3227,11.413815242338,5783.72568154491,0.05,0.00005,1400,0,0
C54OH,120.147,9.939616867668,4904.43550503248,0.05,0.00005,1400,0,0
C516O,147.1061,11.022145324841,5333.11864964664,0.05,0.00005,1400,0,0
DNMETOLO,291.1916,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
NMETLQOOH,245.1861,12.841081024939,6804.89021521529,0.05,0.00005,1400,0,0
PETLQONE,150.1745,8.160289681279,4242.8226616567,0.05,0.00005,1400,0,0
C58AOOH,150.1299,10.063642598516,5210.06897957595,0.05,0.00005,1400,0,0
NC71OOH,219.1489,12.972403628738,6473.71073278291,0.05,0.00005,1400,0,0
C23O3MCO2H,160.1247,10.323913022945,4903.30431950619,0.05,0.00005,1400,0,0
C7MJPPAN,261.1855,9.890817704768,5174.23199871084,0.05,0.00005,1400,0,0
MXNNCATCO,293.1645,12.470163046345,6282.2188144122,0.05,0.00005,1400,0,0
INDHCHO,179.1281,10.197182434689,4966.19200182003,0.05,0.00005,1400,0,0
C68OOH,148.1571,9.825646604184,4827.06380593458,0.05,0.00005,1400,0,0
PXYQOH,170.1626,9.997583064587,5242.41546065296,0.05,0.00005,1400,0,0
NOXYQO,214.1522,9.438643343261,4770.74093144432,0.05,0.00005,1400,0,0
PETLMUCOH,202.2045,10.264047312386,5265.82092918718,0.05,0.00005,1400,0,0
C731CO2H,172.1785,10.770212186097,5470.61231767419,0.05,0.00005,1400,0,0
C1211PAN,317.2919,11.058265473332,5532.81345959115,0.05,0.00005,1400,0,0
NC4OHCO3H,195.1275,10.219020107076,4928.67780180177,0.05,0.00005,1400,0,0
IPBZMUCNO3,247.202,11.131527200673,5612.85128296114,0.05,0.00005,1400,0,0
INDHPAN,256.1244,11.798410765242,5999.33361635228,0.05,0.00005,1400,0,0
NPEBQO2,230.1516,9.438643343261,4770.74093144432,0.05,0.00005,1400,0,0
HM2C43CO2H,132.1577,10.301849962496,5087.20695361954,0.05,0.00005,1400,0,0
C72OOH,162.1837,10.292040158873,5170.52450965372,0.05,0.00005,1400,0,0
NTLFUOOH,193.1116,12.01177672518,5691.08738053698,0.05,0.00005,1400,0,0
ENNCATCOOH,310.1718,15.178783568757,8250.55284584422,0.05,0.00005,1400,0,0
PXYBPEROOH,188.1779,11.316608186664,5699.4147787394,0.05,0.00005,1400,0,0
C104OH,186.2481,9.393115554888,4664.99702452642,0.05,0.00005,1400,0,0
C132O,241.3034,10.413188268482,5122.12529197694,0.05,0.00005,1400,0,0
NC730OOH,223.1806,10.816346461571,5430.20700084341,0.05,0.00005,1400,0,0
R_HOM_O6,231,8.4248,4628.91743751184,0.05,0.00005,1400,0,0
R_HOM_O7,247,7.4198,4608.48437958528,0.05,0.00005,1400,0,0
R_HOM_O8,263,8.4526,4967.3115638099,0.05,0.00005,1400,0,0
R_HOM_O9,279,7.4477,4946.87849498138,0.05,0.00005,1400,0,0
R_HOM_O10,295,8.4454,5690.51423373238,0.05,0.00005,1400,0,0
R_HOM_O11,311,7.4404,5670.08116698167,0.05,0.00005,1400,0,0
R_HOM_O12,327,8.4382,6413.71680929226,0.05,0.00005,1400,0,0
R_HOM_O13,343,7.4332,6393.28382446881,0.05,0.00005,1400,0,0
R_HOM_O14,359,9.9794,7317.85644758676,0.05,0.00005,1400,0,0
HOM_O4CBN,198,6.4221,3864.84874183991,0.05,0.00005,1400,0,0
HOM_O5CBN,214,7.4198,4608.48437958528,0.05,0.00005,1400,0,0
HOM_O6CBN,230,6.4148,4588.05132723077,0.05,0.00005,1400,0,0
HOM_O7CBN,246,7.4477,4946.87849498138,0.05,0.00005,1400,0,0
HOM_O8CBN,262,6.4427,4926.44546318745,0.05,0.00005,1400,0,0
HOM_O9CBN,278,7.4404,5670.08116698167,0.05,0.00005,1400,0,0
HOM_O10CBN,294,6.4355,5649.64814109798,0.05,0.00005,1400,0,0
HOM_O11CBN,310,7.4332,6393.28382446881,0.05,0.00005,1400,0,0
HOM_O12CBN,326,6.4283,6372.85070323367,0.05,0.00005,1400,0,0
HOM_O13CBN,342,8.9744,7297.42334830093,0.05,0.00005,1400,0,0
HOM_O3,184,9.1388,4766.52915078245,0.05,0.00005,1400,0,0
HOM_O4,200,8.9955,5375.56124042423,0.05,0.00005,1400,0,0
HOM_O5,216,8.2815,5237.94955851684,0.05,0.00005,1400,0,0
HOM_O6,232,7.2765,5217.51659253941,0.05,0.00005,1400,0,0
HOM_O7,248,9.1594,5828.12584148922,0.05,0.00005,1400,0,0
HOM_O8,264,8.1544,5807.69279868109,0.05,0.00005,1400,0,0
HOM_O9,280,9.1522,6551.32854364927,0.05,0.00005,1400,0,0
HOM_O10,296,8.1472,6530.89546198953,0.05,0.00005,1400,0,0
HOM_O11,312,9.145,7274.53110787501,0.05,0.00005,1400,0,0
HOM_O12,328,8.14,7254.09806861253,0.05,0.00005,1400,0,0
HOM_O13,344,10.6862,8178.67068517424,0.05,0.00005,1400,0,0
HOM_O14,360,9.9722,8041.05900873055,0.05,0.00005,1400,0,0
HOM_NO5,229,8.8867,4692.68325945167,0.05,0.00005,1400,0,0
HOM_NO6,245,7.8817,4672.25025179016,0.05,0.00005,1400,0,0
HOM_NO7,261,9.4229,5576.38983479335,0.05,0.00005,1400,0,0
HOM_NO8,277,7.8745,5395.45284149113,0.05,0.00005,1400,0,0
HOM_NO9,293,8.9073,5754.27999031571,0.05,0.00005,1400,0,0
HOM_NO10,309,7.9024,5733.84695024494,0.05,0.00005,1400,0,0
HOM_NO11,325,8.9001,6477.48265454996,0.05,0.00005,1400,0,0
HOM_NO12,341,7.8951,6457.0495631484,0.05,0.00005,1400,0,0
HOM_NO13,357,8.8929,7200.68521330416,0.05,0.00005,1400,0,0
HOM_NO14,373,7.8879,7180.25216745463,0.05,0.00005,1400,0,0
HOM_NO15,389,10.4341,8104.82487375717,0.05,0.00005,1400,0,0
HOM20_O5,350,11.5295,6866.82899050053,0.05,0.00005,1400,0,0
HOM20_O6,366,10.3262,6530.89408443242,0.05,0.00005,1400,0,0
HOM20_O7,382,9.5196,6825.96290188538,0.05,0.00005,1400,0,0
HOM20_O8,398,8.8056,6688.3512035148,0.05,0.00005,1400,0,0
HOM20_O9,414,11.0608,7730.10250250032,0.05,0.00005,1400,0,0
HOM20_O10,430,10.3468,7592.49079390031,0.05,0.00005,1400,0,0
HOM20_O11,446,11.0536,8453.30507626319,0.05,0.00005,1400,0,0
HOM20_O12,462,10.3396,8315.69342704282,0.05,0.00005,1400,0,0
HOM20_O13,478,11.0463,9176.50766663501,0.05,0.00005,1400,0,0
HOM20_O14,494,10.3323,9038.89606576582,0.05,0.00005,1400,0,0
HOM20_O15,510,11.5826,10060.214241247,0.05,0.00005,1400,0,0
HOM20_O16,526,11.8735,9943.03565162176,0.05,0.00005,1400,0,0
HOM20_O17,542,12.5803,10803.8499391801,0.05,0.00005,1400,0,0
HOM20_NO7,397,11.2774,6792.98308115151,0.05,0.00005,1400,0,0
HOM20_NO8,413,10.2724,6772.54998311689,0.05,0.00005,1400,0,0
HOM20_NO9,429,11.2702,7516.1857027343,0.05,0.00005,1400,0,0
HOM20_NO10,445,11.977,8376.99998551978,0.05,0.00005,1400,0,0
HOM20_NO11,461,11.298,7854.57984791156,0.05,0.00005,1400,0,0
HOM20_NO12,477,12.0048,8715.39410681055,0.05,0.00005,1400,0,0
HOM20_NO13,493,11.2908,8577.78242404593,0.05,0.00005,1400,0,0
HOM20_NO14,509,11.9976,9438.59676223677,0.05,0.00005,1400,0,0
HOM20_NO15,525,11.2836,9300.98507687973,0.05,0.00005,1400,0,0
HOM20_NO16,541,11.8271,9461.48897518507,0.05,0.00005,1400,0,0
HOM20_NO17,557,12.8248,10205.1246487749,0.05,0.00005,1400,0,0
HOM20_NO18,573,11.819845262832,10184.69161,0.05,0.00005,1400,0,0
HOM19_O5,336,11.111141834271,6615.139161,0.05,0.00005,1400,0,0
HOM19_O6,352,9.907791708903,6279.204282,0.05,0.00005,1400,0,0
HOM19_O7,368,9.101206675543,6574.273068,0.05,0.00005,1400,0,0
HOM19_O8,384,8.387210622699,6436.661388,0.05,0.00005,1400,0,0
HOM19_O9,400,10.642416977297,7478.412659,0.05,0.00005,1400,0,0
HOM19_O10,416,9.92842093873,7340.800985,0.05,0.00005,1400,0,0
HOM19_O11,432,10.635195160657,8201.615313,0.05,0.00005,1400,0,0
HOM19_O12,448,9.921199227026,8064.003668,0.05,0.00005,1400,0,0
HOM19_O13,464,10.627973390332,8924.81798300001,0.05,0.00005,1400,0,0
HOM19_O14,480,9.913977301525,8787.206291,0.05,0.00005,1400,0,0
HOM19_O15,496,11.1642158961,9808.524465,0.05,0.00005,1400,0,0
HOM19_O16,512,11.455187648744,9691.34589899999,0.05,0.00005,1400,0,0
HOM19_O17,528,12.161961789254,10552.1602,0.05,0.00005,1400,0,0
HOM19_O18,544,11.483038782566,10029.73997,0.05,0.00005,1400,0,0
HOM19_NO8,399,9.85408858947,6520.860315,0.05,0.00005,1400,0,0
HOM19_NO9,415,10.851834140623,7264.495953,0.05,0.00005,1400,0,0
HOM19_NO10,431,11.558608023365,8125.310192,0.05,0.00005,1400,0,0
HOM19_NO11,447,10.879685534204,7602.890106,0.05,0.00005,1400,0,0
HOM19_NO12,463,11.586459340429,8463.70431800001,0.05,0.00005,1400,0,0
HOM19_NO13,479,10.872463582217,8326.092721,0.05,0.00005,1400,0,0
HOM19_NO14,495,11.579237547128,9186.906973,0.05,0.00005,1400,0,0
HOM19_NO15,511,10.865241537561,9049.29531,0.05,0.00005,1400,0,0
HOM19_NO16,527,11.408706053004,9209.799197,0.05,0.00005,1400,0,0
HOM19_NO17,543,12.40645175606,9953.434876,0.05,0.00005,1400,0,0
HOM19_NO18,559,11.401484391823,9933.001888,0.05,0.00005,1400,0,0
HOM18_O4,306,9.986006700241,5502.635106,0.05,0.00005,1400,0,0
HOM18_O5,322,10.692781030147,6363.449464,0.05,0.00005,1400,0,0
HOM18_O6,338,9.489430555029,6027.514486,0.05,0.00005,1400,0,0
HOM18_O7,354,8.682845663631,6322.583322,0.05,0.00005,1400,0,0
HOM18_O8,370,7.968849585146,6184.971625,0.05,0.00005,1400,0,0
HOM18_O9,386,10.224056083051,7226.722938,0.05,0.00005,1400,0,0
HOM18_O10,402,9.510060074961,7089.111274,0.05,0.00005,1400,0,0
HOM18_O11,418,10.216834100021,7949.925547,0.05,0.00005,1400,0,0
HOM18_O12,434,9.502837949447,7812.313834,0.05,0.00005,1400,0,0
HOM18_O13,450,10.209612113375,8673.128156,0.05,0.00005,1400,0,0
HOM18_O14,466,9.495616059625,8535.516467,0.05,0.00005,1400,0,0
HOM18_O15,482,10.745854837618,9556.834699,0.05,0.00005,1400,0,0
HOM18_O16,498,11.036826654151,9439.65614300001,0.05,0.00005,1400,0,0
HOM18_O17,514,11.743600702498,10300.47043,0.05,0.00005,1400,0,0
HOM18_O18,530,11.064677757003,9778.05021,0.05,0.00005,1400,0,0
HOM18_NO9,401,10.433472955111,7012.806156,0.05,0.00005,1400,0,0
HOM18_NO10,417,11.140247340462,7873.620528,0.05,0.00005,1400,0,0
HOM18_NO11,433,10.46132427767,7351.20028,0.05,0.00005,1400,0,0
HOM18_NO12,449,11.168098416269,8212.014586,0.05,0.00005,1400,0,0
HOM18_NO13,465,10.454102443462,8074.402941,0.05,0.00005,1400,0,0
HOM18_NO14,481,11.160876584283,8935.21724,0.05,0.00005,1400,0,0
HOM18_NO15,497,10.446880432589,8797.60553,0.05,0.00005,1400,0,0
HOM18_NO16,513,10.990345051969,8958.109447,0.05,0.00005,1400,0,0
HOM18_NO17,529,11.988090787699,9701.74513600001,0.05,0.00005,1400,0,0
HOM18_NO18,545,10.98312327125,9681.312108,0.05,0.00005,1400,0,0
HOM18_NO19,561,11.980868781626,10424.94773,0.05,0.00005,1400,0,0
R_HOM_OH_O5,217,8.6817,4722.48411019538,0.05,0.00005,1400,0,0
R_HOM_OH_O6,233,9.6783,5637.29660903443,0.05,0.00005,1400,0,0
R_HOM_OH_O7,249,7.1786,4359.88441232231,0.05,0.00005,1400,0,0
R_HOM_OH_O8,265,7.8854,5220.69870837165,0.05,0.00005,1400,0,0
R_HOM_OH_O9,281,7.1714,5083.08707101697,0.05,0.00005,1400,0,0
R_HOM_OH_O10,297,7.8782,5943.90129929048,0.05,0.00005,1400,0,0
HOM_OH_O4CBN,200,7.6767,4702.05106263522,0.05,0.00005,1400,0,0
HOM_OH_O5CBN,216,8.6733,5616.86349524218,0.05,0.00005,1400,0,0
HOM_OH_O6CBN,232,6.1736,4339.45139615429,0.05,0.00005,1400,0,0
HOM_OH_O7CBN,248,6.8804,5200.26567171577,0.05,0.00005,1400,0,0
HOM_OH_O8CBN,264,6.1664,5062.6539941153,0.05,0.00005,1400,0,0
HOM_OH_O9CBN,280,6.8732,5923.46826715274,0.05,0.00005,1400,0,0
HOM_OH_O4,202,9.3884,5583.29843270773,0.05,0.00005,1400,0,0
HOM_OH_O5,218,10.385,6498.11092483032,0.05,0.00005,1400,0,0
HOM_OH_O6,234,7.8854,5220.69870837165,0.05,0.00005,1400,0,0
HOM_OH_O7,250,8.5922,6081.51302467388,0.05,0.00005,1400,0,0
HOM_OH_O8,266,7.8782,5943.90129929048,0.05,0.00005,1400,0,0
HOM_OH_O9,282,6.8743,5752.29148709244,0.05,0.00005,1400,0,0
HOM_OH_O10,298,7.5811,6613.10580940499,0.05,0.00005,1400,0,0
HOM_OH_NO6,247,9.4262,5563.45065982525,0.05,0.00005,1400,0,0
HOM_OH_NO7,263,10.133,6424.26497579252,0.05,0.00005,1400,0,0
HOM_OH_NO8,279,7.6333,5146.85291540264,0.05,0.00005,1400,0,0
HOM_OH_NO9,295,8.3401,6007.66709321047,0.05,0.00005,1400,0,0
HOM_OH_NO10,311,7.6261,5870.05549491442,0.05,0.00005,1400,0,0
HOM_OH_NO11,327,8.3328,6730.86973157242,0.05,0.00005,1400,0,0
HOM20_OH_O6,370,10.0674,6802.35092046214,0.05,0.00005,1400,0,0
HOM20_OH_O7,386,9.3523,6835.91598398129,0.05,0.00005,1400,0,0
HOM20_OH_O8,402,8.5644,6439.75125566489,0.05,0.00005,1400,0,0
HOM20_OH_O9,418,9.2711,7300.56549532195,0.05,0.00005,1400,0,0
HOM20_OH_O10,434,8.5571,7162.95377859142,0.05,0.00005,1400,0,0
HOM20_OH_O11,450,9.2639,8023.76813303918,0.05,0.00005,1400,0,0
HOM20_OH_O12,466,9.9707,8884.58239118832,0.05,0.00005,1400,0,0
HOM20_OH_O13,482,9.2567,8746.970740127,0.05,0.00005,1400,0,0
HOM20_OH_NO8,417,10.1052,6782.50316020264,0.05,0.00005,1400,0,0
HOM20_OH_NO9,433,10.8119,7643.31748156064,0.05,0.00005,1400,0,0
HOM20_OH_NO10,449,9.0191,7226.71961899012,0.05,0.00005,1400,0,0
HOM20_OH_NO11,465,9.0191,7226.71961899012,0.05,0.00005,1400,0,0
HOM20_OH_NO12,481,9.7258,8087.53394270038,0.05,0.00005,1400,0,0
HOM20_OH_NO13,497,9.0118,7949.9222457572,0.05,0.00005,1400,0,0
HOM20_OH_NO14,513,9.718605110928,8810.736526,0.05,0.00005,1400,0,0
HOM19_OH_O6,356,9.649060031138,6550.661133,0.05,0.00005,1400,0,0
HOM19_OH_O7,372,8.933921563969,6584.226199,0.05,0.00005,1400,0,0
HOM19_OH_O8,388,8.146003533586,6188.061368,0.05,0.00005,1400,0,0
HOM19_OH_O9,404,8.852777808888,7048.875717,0.05,0.00005,1400,0,0
HOM19_OH_O10,420,8.138781856227,6911.264059,0.05,0.00005,1400,0,0
HOM19_OH_O11,436,8.845555747084,7772.078295,0.05,0.00005,1400,0,0
HOM19_OH_O12,452,9.552329881749,8632.892601,0.05,0.00005,1400,0,0
HOM19_OH_O13,468,8.838333897842,8495.280936,0.05,0.00005,1400,0,0
HOM19_OH_O14,484,9.545108025643,9356.095242,0.05,0.00005,1400,0,0
HOM19_OH_NO9,419,10.393577625227,7391.627755,0.05,0.00005,1400,0,0
HOM19_OH_NO10,435,9.388609849218,7371.194649,0.05,0.00005,1400,0,0
HOM19_OH_NO11,451,8.600692158131,6975.029915,0.05,0.00005,1400,0,0
HOM19_OH_NO12,467,9.307466088432,7835.844162,0.05,0.00005,1400,0,0
HOM19_OH_NO13,483,8.593470181772,7698.23253,0.05,0.00005,1400,0,0
HOM19_OH_NO14,499,9.300243739625,8559.046665,0.05,0.00005,1400,0,0
HOM18_OH_O5,326,10.235666582074,6319.40442,0.05,0.00005,1400,0,0
HOM18_OH_O6,342,9.230698832104,6298.971319,0.05,0.00005,1400,0,0
HOM18_OH_O7,358,8.515560697155,6332.53649,0.05,0.00005,1400,0,0
HOM18_OH_O8,374,7.727642764127,5936.371689,0.05,0.00005,1400,0,0
HOM18_OH_O9,390,8.434416507527,6797.185878,0.05,0.00005,1400,0,0
HOM18_OH_O10,406,7.720420784948,6659.574292,0.05,0.00005,1400,0,0
HOM18_OH_O11,422,8.427194843108,7520.388576,0.05,0.00005,1400,0,0
HOM18_OH_O12,438,9.13396884438,8381.202843,0.05,0.00005,1400,0,0
HOM18_OH_O13,454,8.419972866139,8243.591183,0.05,0.00005,1400,0,0
HOM18_OH_O14,470,9.126747200747,9104.405544,0.05,0.00005,1400,0,0
HOM18_OH_NO10,421,8.970248616405,7119.504833,0.05,0.00005,1400,0,0
HOM18_OH_NO11,437,8.182330869012,6723.340088,0.05,0.00005,1400,0,0
HOM18_OH_NO12,453,8.889105076418,7584.154413,0.05,0.00005,1400,0,0
HOM18_OH_NO13,469,8.175108840174,7446.542682,0.05,0.00005,1400,0,0
HOM18_OH_NO14,485,8.881882926799,8307.356971,0.05,0.00005,1400,0,0
HOM18_OH_NO15,501,8.167887004019,8169.74532,0.05,0.00005,1400,0,0
HOM_nucl,398,10,10000,0.05,0.00005,1400,0,0
GENERIC,437,10,10000,0.05,0.00005,1400,0,0
