#          Time_in_sec([])              CONDENS_SINK([])              CON_SIN_NITR([])
4.23000000000000000000e+05    8.97729961272512591677e+04    9.99427500414679961978e+04
4.23300000000000000000e+05    8.81628673919435095740e+04    9.99763838158152939286e+04
4.23600000000000000000e+05    8.65134886199460743228e+04    9.97044630298378324369e+04
4.23900000000000000000e+05    8.48416250319774699165e+04    9.91367212833340890938e+04
4.24200000000000000000e+05    8.31632049179132882273e+04    9.82871657994098641211e+04
4.24500000000000000000e+05    8.14931736589135980466e+04    9.71736112815350352321e+04
4.24800000000000000000e+05    7.98453885881198366405e+04    9.58171205626414011931e+04
4.25100000000000000000e+05    7.82325524272442562506e+04    9.42413795198393490864e+04
4.25400000000000000000e+05    7.66661819545464677503e+04    9.24720351083291170653e+04
4.25700000000000000000e+05    7.51566077917776128743e+04    9.05360249236473755445e+04
4.26000000000000000000e+05    7.37130007273473311216e+04    8.84609246276318444870e+04
4.26300000000000000000e+05    7.23434197888085327577e+04    8.62743361789703194518e+04
4.26600000000000000000e+05    7.10548772982803784544e+04    8.40033354740016075084e+04
4.26900000000000000000e+05    6.98534163432850909885e+04    8.16739931353772844886e+04
4.27200000000000000000e+05    6.87441964253376354463e+04    7.93109771797766152304e+04
4.27500000000000000000e+05    6.77315834646693110699e+04    7.69372414989293174585e+04
4.27800000000000000000e+05    6.68192408016953559127e+04    7.45737997787235799478e+04
4.28100000000000000000e+05    6.60102183104508003453e+04    7.22395808547949272906e+04
4.28400000000000000000e+05    6.53070371994126908248e+04    6.99513586710169474827e+04
4.28700000000000000000e+05    6.47117685010202039848e+04    6.77237480032995081274e+04
4.29000000000000000000e+05    6.42261036295797821367e+04    6.55692559032321441919e+04
4.29300000000000000000e+05    6.38514157106976490468e+04    6.34983783232612477150e+04
4.29600000000000000000e+05    6.35888106517137421179e+04    6.15197314937826304231e+04
4.29900000000000000000e+05    6.34391671337704028701e+04    5.96402082029468292603e+04
4.30200000000000000000e+05    6.34031648675783289946e+04    5.78651500495274012792e+04
4.30500000000000000000e+05    6.34813005748260329710e+04    5.61985278732891820255e+04
4.30800000000000000000e+05    6.36738912458595077624e+04    5.46431238064380158903e+04
4.31100000000000000000e+05    6.39810642938333112397e+04    5.32007096437143845833e+04
4.31400000000000000000e+05    6.44027342894538523979e+04    5.18722174281665793387e+04
4.31700000000000000000e+05    6.49385660332621919224e+04    5.06578992454082108452e+04
4.32000000000000000000e+05    6.55879238195104408078e+04    4.95574741802581338561e+04
4.32300000000000000000e+05    6.63498068829623080092e+04    4.85702612005281844176e+04
4.32600000000000000000e+05    6.72227712133441964397e+04    4.76952973900063007022e+04
4.32900000000000000000e+05    6.82048381871638412122e+04    4.69314414620575189474e+04
4.33200000000000000000e+05    6.92933908172453957377e+04    4.62774628586608523619e+04
4.33500000000000000000e+05    7.04850588682487723418e+04    4.57321169927485680091e+04
4.33800000000000000000e+05    7.17755946393054327928e+04    4.52942073418798390776e+04
4.34100000000000000000e+05    7.31597418747276678914e+04    4.49626351663936657133e+04
4.34400000000000000000e+05    7.46311010248005477479e+04    4.47364376224607040058e+04
4.34700000000000000000e+05    7.61819949253838276491e+04    4.46148149858513352228e+04
4.35000000000000000000e+05    7.78033398697541852016e+04    4.45971476102604356129e+04
4.35300000000000000000e+05    7.94845279672799078980e+04    4.46830031276220543077e+04
4.35600000000000000000e+05    8.12133275644514505984e+04    4.48721342685337367584e+04
4.35900000000000000000e+05    8.29758092725660972064e+04    4.51644675491033340222e+04
4.36200000000000000000e+05    8.47563057170305837644e+04    4.55600829457268118858e+04
4.36500000000000000000e+05    8.65374133993749419460e+04    4.60591845704858424142e+04
4.36800000000000000000e+05    8.83000449430646549445e+04    4.66620622756873199251e+04
4.37100000000000000000e+05    9.00235393795917480020e+04    4.73690440651432654704e+04
4.37400000000000000000e+05    9.16858369370883447118e+04    4.81804391806980565889e+04
4.37700000000000000000e+05    9.32637229604529857170e+04    4.90964717738027902669e+04
4.38000000000000000000e+05    9.47331430991241359152e+04    5.01172051719066148507e+04
4.38300000000000000000e+05    9.60695887769655819284e+04    5.12424569157334626652e+04
4.38600000000000000000e+05    9.72485483005756250350e+04    5.24717049825430003693e+04
4.38900000000000000000e+05    9.82460149274868599605e+04    5.38039859265408304054e+04
4.39200000000000000000e+05    9.90390390309350186726e+04    5.52377860619964703801e+04
4.39500000000000000000e+05    9.96063074483037926257e+04    5.67709272843602229841e+04
4.39800000000000000000e+05    9.99287295123587100534e+04    5.84004496613179653650e+04
4.40100000000000000000e+05    9.99900064797012601048e+04    6.01224935142342728795e+04
4.40400000000000000000e+05    9.97771594138314976590e+04    6.19321843280405882979e+04
4.40700000000000000000e+05    9.92809903212705685291e+04    6.38235244432623439934e+04
4.41000000000000000000e+05    9.84964526587995496811e+04    6.57892960581037914380e+04
4.41300000000000000000e+05    9.74229102876288234256e+04    6.78209805541560635902e+04
4.41600000000000000000e+05    9.60642684647019632393e+04    6.99086995032251870725e+04
4.41900000000000000000e+05    9.44289663037318096031e+04    7.20411828587187628727e+04
4.42200000000000000000e+05    9.25298269443271710770e+04    7.42057697274350648513e+04
4.42500000000000000000e+05    9.03837689642438199371e+04    7.63884467068010417279e+04
4.42800000000000000000e+05    8.80113898199955292512e+04    7.85739280205740506062e+04
4.43100000000000000000e+05    8.54364387553083506646e+04    8.07457805725054640789e+04
4.43400000000000000000e+05    8.26852021697461168515e+04    8.28865955658330349252e+04
4.43700000000000000000e+05    7.97858284819318796508e+04    8.49782065386018948629e+04
4.44000000000000000000e+05    7.67676217810654488858e+04    8.70019516038158471929e+04
4.44300000000000000000e+05    7.36603339269455900649e+04    8.89389754539706191281e+04
4.44600000000000000000e+05    7.04934832900489418535e+04    9.07705644148637511535e+04
4.44900000000000000000e+05    6.72957252310630865395e+04    9.24785056587767612655e+04
4.45200000000000000000e+05    6.40942950389233228634e+04    9.40454597692148236092e+04
4.45500000000000000000e+05    6.09145387948709685588e+04    9.54553343445893988246e+04
4.45800000000000000000e+05    5.77795419587997312192e+04    9.66936453773645771435e+04
4.46100000000000000000e+05    5.47098598225349196582e+04    9.77478528592185612069e+04
4.46400000000000000000e+05    5.17233487299423504737e+04    9.86076575096734595718e+04
4.46700000000000000000e+05    4.88350924317486496875e+04    9.92652467206138098845e+04
4.47000000000000000000e+05    4.60574143311997904675e+04    9.97154797095732792513e+04
4.47300000000000000000e+05    4.33999637902602407848e+04    9.99560043810362549266e+04
4.47600000000000000000e+05    4.08698631147499618237e+04    9.99873013572100899182e+04
4.47900000000000000000e+05    3.84719012503728154115e+04    9.98126538694784976542e+04
4.48200000000000000000e+05    3.62087604703155957395e+04    9.94380454888249369105e+04
4.48500000000000000000e+05    3.40812632522623971454e+04    9.88719908043561154045e+04
4.48800000000000000000e+05    3.20886279457949494827e+04    9.81253069358421053039e+04
4.49100000000000000000e+05    3.02287235403466947901e+04    9.72108360235811560415e+04
4.49400000000000000000e+05    2.84983156958742911229e+04    9.61431304573193920078e+04
4.49700000000000000000e+05    2.68932980557881492132e+04    9.49381135194784292253e+04
4.50000000000000000000e+05    2.54089046175466864952e+04    9.36127283164937689435e+04
4.50300000000000000000e+05    2.40399005152981262654e+04    9.21845873982031625928e+04
4.50600000000000000000e+05    2.27807499250072869472e+04    9.06716344059051043587e+04
4.50900000000000000000e+05    2.16257609149496674945e+04    8.90918275648006238043e+04
4.51200000000000000000e+05    2.05692079329226289701e+04    8.74628529855409869924e+04
4.51500000000000000000e+05    1.96054332606062307605e+04    8.58018737079651618842e+04
4.51800000000000000000e+05    1.87289291996804568043e+04    8.41253183469554933254e+04
4.52100000000000000000e+05    1.79344030136086985294e+04    8.24487112084826658247e+04
4.52400000000000000000e+05    1.72168267654292794759e+04    8.07865439327313652029e+04
4.52700000000000000000e+05    1.65714741967404770548e+04    7.91521871628343797056e+04
4.53000000000000000000e+05    1.59939467151499029569e+04    7.75578394762391253607e+04
4.53300000000000000000e+05    1.54801904219747066236e+04    7.60145098686581623042e+04
4.53600000000000000000e+05    1.50265059400164045655e+04    7.45320294426296459278e+04
4.53900000000000000000e+05    1.46295526097185320396e+04    7.31190876005088939564e+04
4.54200000000000000000e+05    1.42863484239014505874e+04    7.17832879388942674268e+04
4.54500000000000000000e+05    1.39942668759849002527e+04    7.05312191439268644899e+04
4.54800000000000000000e+05    1.37510317105552239809e+04    6.93685364473659574287e+04
4.55100000000000000000e+05    1.35547103922224359849e+04    6.83000495752317510778e+04
4.55400000000000000000e+05    1.34037069508559870883e+04    6.73298135611069592414e+04
4.55700000000000000000e+05    1.32967547189146735036e+04    6.64612192674422549317e+04
4.56000000000000000000e+05    1.32329093489905881142e+04    6.56970809295404324075e+04
4.56300000000000000000e+05    1.32115423853972770303e+04    6.50397184844844232430e+04
4.56600000000000000000e+05    1.32323355606828299642e+04    6.44910328541480266722e+04
4.56900000000000000000e+05    1.32952758940844905737e+04    6.40525727069561253302e+04
4.57200000000000000000e+05    1.34006515818088519154e+04    6.37255915221475588623e+04
4.57500000000000000000e+05    1.35490485863008379965e+04    6.35110940226204838837e+04
4.57800000000000000000e+05    1.37413477511927321757e+04    6.34098712315423908876e+04
4.58100000000000000000e+05    1.39787221885045710223e+04    6.34225235504707598011e+04
4.58400000000000000000e+05    1.42626346033718182298e+04    6.35494713619160029339e+04
4.58700000000000000000e+05    1.45948341380656584079e+04    6.37909527382476881030e+04
4.59000000000000000000e+05    1.49773522309122890874e+04    6.41470079042884608498e+04
4.59300000000000000000e+05    1.54124968972217156988e+04    6.46174501668223601882e+04
4.59600000000000000000e+05    1.59028447497123579524e+04    6.52018231055185024161e+04
4.59900000000000000000e+05    1.64512299874324817210e+04    6.58993439320534234866e+04
4.60200000000000000000e+05    1.70607294983056781348e+04    6.67088330835103115533e+04
4.60500000000000000000e+05    1.77346431459953128069e+04    6.76286303382382902782e+04
4.60800000000000000000e+05    1.84764682530771315214e+04    6.86564980422843655106e+04
4.61100000000000000000e+05    1.92898672572966170264e+04    6.97895124254357069731e+04
4.61400000000000000000e+05    2.01786275151454210572e+04    7.10239444779482437298e+04
4.61700000000000000000e+05    2.11466122675256374350e+04    7.23551324577086197678e+04
4.62000000000000000000e+05    2.21977018770484901324e+04    7.37773488018094794825e+04
4.62300000000000000000e+05    2.33357246069794382493e+04    7.52836650166999752400e+04
4.62600000000000000000e+05    2.45643764486853942799e+04    7.68658189966784848366e+04
4.62900000000000000000e+05    2.58871298266690828314e+04    7.85140901381588046206e+04
4.63200000000000000000e+05    2.73071314237515834975e+04    8.02171885289889178239e+04
4.63500000000000000000e+05    2.88270898748807776428e+04    8.19621653348154650303e+04
4.63800000000000000000e+05    3.04491546714106007130e+04    8.37343521999477234203e+04
4.64100000000000000000e+05    3.21747882857343211072e+04    8.55173379374314827146e+04
4.64400000000000000000e+05    3.40046342469933442771e+04    8.72929909025596571155e+04
4.64700000000000000000e+05    3.59383846406281591044e+04    8.90415351245213678339e+04
4.65000000000000000000e+05    3.79746512263463082490e+04    9.07416874181577295531e+04
4.65300000000000000000e+05    4.01108450203052852885e+04    9.23708612361678242451e+04
4.65600000000000000000e+05    4.23430697110032997443e+04    9.39054409071945701726e+04
4.65900000000000000000e+05    4.46660346142619673628e+04    9.53211271368941233959e+04
4.66200000000000000000e+05    4.70729929617752641207e+04    9.65933512833415879868e+04
4.66500000000000000000e+05    4.95557111080329923425e+04    9.76977520756916783284e+04
4.66800000000000000000e+05    5.21044736930944927735e+04    9.86107043147848162334e+04
4.67100000000000000000e+05    5.47081288939253281569e+04    9.93098849294989777263e+04
4.67400000000000000000e+05    5.73541766397065875935e+04    9.97748578685680986382e+04
4.67700000000000000000e+05    6.00289010898273554631e+04    9.99876560207938018721e+04
4.68000000000000000000e+05    6.27175468399624442100e+04    9.99333360156664712122e+04
4.68300000000000000000e+05    6.54045363229175709421e+04    9.96004806673537095776e+04
4.68600000000000000000e+05    6.80737238215654942906e+04    9.89816242240126011893e+04
4.68900000000000000000e+05    7.07086795417893154081e+04    9.80735776036122697406e+04
4.69200000000000000000e+05    7.32929954403679876123e+04    9.68776344380375376204e+04
4.69500000000000000000e+05    7.58106030963249068009e+04    9.53996438646421447629e+04
4.69800000000000000000e+05    7.82460929661800910253e+04    9.36499423095953534357e+04
4.70100000000000000000e+05    8.05850239560717309359e+04    9.16431435853100847453e+04
4.70400000000000000000e+05    8.28142124208073801128e+04    8.93977939687745965784e+04
4.70700000000000000000e+05    8.49219904619176668348e+04    8.69359059894473029999e+04
4.71000000000000000000e+05    8.68984246998602320673e+04    8.42823908969697076827e+04
4.71300000000000000000e+05    8.87354884548215195537e+04    8.14644147299679461867e+04
4.71600000000000000000e+05    9.04271823680256347870e+04    7.85107062127818062436e+04
4.71900000000000000000e+05    9.19696007907245220849e+04    7.54508461621649621520e+04
4.72200000000000000000e+05    9.33609436109405505704e+04    7.23145676528438925743e+04
4.72500000000000000000e+05    9.46014754318161285482e+04    6.91310939955009089317e+04
4.72800000000000000000e+05    9.56934360289187025046e+04    6.59285378920674556866e+04
4.73100000000000000000e+05    9.66409076910932490136e+04    6.27333803269691052265e+04
4.73400000000000000000e+05    9.74496463164710585261e+04    5.95700422668361425167e+04
4.73700000000000000000e+05    9.81268839531319099478e+04    5.64605565267962738289e+04
4.74000000000000000000e+05    9.86811108383573737228e+04    5.34243416402562870644e+04
4.74300000000000000000e+05    9.91218449282138462877e+04    5.04780745965839159908e+04
4.74600000000000000000e+05    9.94593964724735560594e+04    4.76356551523838861613e+04
4.74900000000000000000e+05    9.97046344487507012673e+04    4.49082512407654648996e+04
4.75200000000000000000e+05    9.98687607046090997756e+04    4.23044128622083153459e+04
4.75500000000000000000e+05    9.99630965505808708258e+04    3.98302407135908724740e+04
4.75800000000000000000e+05    9.99988853802478406578e+04    3.74895956004014369682e+04
4.76100000000000000000e+05    9.99871137369523057714e+04    3.52843352329094705055e+04
4.76400000000000000000e+05    9.99383521595819765935e+04    3.32145661541528679663e+04
4.76700000000000000000e+05    9.98626161677319469163e+04    3.12789001026066034683e+04
4.77000000000000000000e+05    9.97692469209639966721e+04    2.94747059011891324189e+04
4.77300000000000000000e+05    9.96668104261558619328e+04    2.77983498336389748147e+04
4.77600000000000000000e+05    9.95630136779868626036e+04    2.62454192945609829621e+04
4.77900000000000000000e+05    9.94646357979026506655e+04    2.48109261872852366650e+04
4.78200000000000000000e+05    9.93774720770075655309e+04    2.34894880315805057762e+04
4.78500000000000000000e+05    9.93062888140286231646e+04    2.22754859965719406318e+04
4.78800000000000000000e+05    9.92547869538602681132e+04    2.11632000816236686660e+04
4.79100000000000000000e+05    9.92255727571746101603e+04    2.01469224360562875518e+04
4.79400000000000000000e+05    9.92201340491374721751e+04    1.92210503567909509002e+04
4.79700000000000000000e+05    9.92388209880560170859e+04    1.83801608587232076388e+04
4.80000000000000000000e+05    9.92808307463342207484e+04    1.76190689070383596118e+04
4.80300000000000000000e+05    9.93441959907349082641e+04    1.69328714657680720848e+04
4.80600000000000000000e+05    9.94257775710735149914e+04    1.63169794830990995251e+04
4.80900000000000000000e+05    9.95212623600939987227e+04    1.57671398286095409276e+04
4.81200000000000000000e+05    9.96251677149607858155e+04    1.52794490442176647775e+04
4.81500000000000000000e+05    9.97308545328320615226e+04    1.48503605884989647166e+04
4.81800000000000000000e+05    9.98305513266794878291e+04    1.44766870583239888219e+04
4.82100000000000000000e+05    9.99153921266320103314e+04    1.41555986738941483054e+04
4.82400000000000000000e+05    9.99754712868683855049e+04    1.38846191212892335898e+04
4.82700000000000000000e+05    9.99999184155135590117e+04    1.36616196658398202999e+04
4.83000000000000000000e+05    9.99769966102367179701e+04    1.34848122830101438012e+04
4.83300000000000000000e+05    9.98942269404817780014e+04    1.33527424022556988348e+04
4.83600000000000000000e+05    9.97385416364854318090e+04    1.32642817233862406283e+04
4.83900000000000000000e+05    9.94964677000431547640e+04    1.32186214432613887766e+04
4.84200000000000000000e+05    9.91543416277758224169e+04    1.32152661214594281773e+04
4.84500000000000000000e+05    9.86985546354716934729e+04    1.32540283147710597405e+04
4.84800000000000000000e+05    9.81158262132708623540e+04    1.33350240196667964483e+04
4.85100000000000000000e+05    9.73935020716863946291e+04    1.34586688769147767744e+04
4.85400000000000000000e+05    9.65198706305185187375e+04    1.36256750110160901386e+04
4.85700000000000000000e+05    9.54844902570526610361e+04    1.38370482970147440938e+04
4.86000000000000000000e+05    9.42785176025130058406e+04    1.40940857667807194957e+04
4.86300000000000000000e+05    9.28950257624718797160e+04    1.43983727847172649490e+04
4.86600000000000000000e+05    9.13292997543803212466e+04    1.47517795382169460936e+04
4.86900000000000000000e+05    8.95790961184211337240e+04    1.51564563009477660671e+04
4.87200000000000000000e+05    8.76448534440848743543e+04    1.56148268378664124612e+04
4.87500000000000000000e+05    8.55298414081391383661e+04    1.61295792313761594414e+04
4.87800000000000000000e+05    8.32402375340415892424e+04    1.67036533210268898983e+04
4.88100000000000000000e+05    8.07851233388980617747e+04    1.73402238686335331295e+04
4.88400000000000000000e+05    7.81763947403798956657e+04    1.80426784921200887766e+04
4.88700000000000000000e+05    7.54285853974692436168e+04    1.88145893616727007611e+04
4.89000000000000000000e+05    7.25586058329137595138e+04    1.96596776293156945030e+04
4.89300000000000000000e+05    6.95854054568212159211e+04    2.05817695775384672743e+04
4.89600000000000000000e+05    6.65295686749740561936e+04    2.15847435348810431606e+04
4.89900000000000000000e+05    6.34128598152019840200e+04    2.26724667278140113922e+04
4.90200000000000000000e+05    6.02577343619900348131e+04    2.38487214300711711985e+04
4.90500000000000000000e+05    5.70868357325775650679e+04    2.51171200429231575981e+04
4.90800000000000000000e+05    5.39224974174486051197e+04    2.64810091005552858405e+04
4.91100000000000000000e+05    5.07862697016084712232e+04    2.79433626478223886807e+04
4.91400000000000000000e+05    4.76984884392349340487e+04    2.95066659819153755961e+04
4.91700000000000000000e+05    4.46779006267334407312e+04    3.11727913767635836848e+04
4.92000000000000000000e+05    4.17413580392448639031e+04    3.29428681028073042398e+04
4.92300000000000000000e+05    3.89035862470719075645e+04    3.48171497891091057681e+04
4.92600000000000000000e+05    3.61770322174566026661e+04    3.67948829137905995594e+04
4.92900000000000000000e+05    3.35717897317654424114e+04    3.88741809070911986055e+04
4.93200000000000000000e+05    3.10955982709726777102e+04    4.10519089553950325353e+04
4.93500000000000000000e+05    2.87539080488063591474e+04    4.33235850455335457809e+04
4.93800000000000000000e+05    2.65500016375302329834e+04    4.56833030262071479228e+04
4.94100000000000000000e+05    2.44851611972787723062e+04    4.81236834307087920024e+04
4.94400000000000000000e+05    2.25588696769175585359e+04    5.06358574551446363330e+04
4.94700000000000000000e+05    2.07690344337513342907e+04    5.32094887876040447736e+04
4.95000000000000000000e+05    1.91122224077443825081e+04    5.58328369263447530102e+04
4.95300000000000000000e+05    1.75838971424134397239e+04    5.84928642256782259210e+04
4.95600000000000000000e+05    1.61786494178462980926e+04    6.11753872126546193613e+04
4.95900000000000000000e+05    1.48904149042798235314e+04    6.38652708010884234682e+04
4.96200000000000000000e+05    1.37126739258025481831e+04    6.65466619939460797468e+04
4.96500000000000000000e+05    1.26386300349056400592e+04    6.92032576333295583026e+04
4.96800000000000000000e+05    1.16613655588563287893e+04    7.18185988636253459845e+04
4.97100000000000000000e+05    1.07739735348797530605e+04    7.43763833531458803918e+04
4.97400000000000000000e+05    9.96966647517469755257e+03    7.68607850965998077299e+04
4.97700000000000000000e+05    9.24186318884086540493e+03    7.92567708953176916111e+04
4.98000000000000000000e+05    8.58425544666847599728e+03    8.15504024512103205780e+04
4.98300000000000000000e+05    7.99085662917822173767e+03    8.37291134397047717357e+04
4.98600000000000000000e+05    7.45603467823696337291e+03    8.57819519276686332887e+04
4.98900000000000000000e+05    6.97453171107823072816e+03    8.76997800125993235270e+04
4.99200000000000000000e+05    6.54147258571434849728e+03    8.94754244789873191621e+04
4.99500000000000000000e+05    6.15236455936263155309e+03    9.11037744676699221600e+04
4.99800000000000000000e+05    5.80308998367423464515e+03    9.25818244880268612178e+04
5.00100000000000000000e+05    5.48989375486430253659e+03    9.39086634207972674631e+04
5.00400000000000000000e+05    5.20936700125146126084e+03    9.50854123195723368553e+04
5.00700000000000000000e+05    4.95842825870913839026e+03    9.61151157002291292883e+04
5.01000000000000000000e+05    4.73430316563081760250e+03    9.70025925168241956271e+04
5.01300000000000000000e+05    4.53450350935713686340e+03    9.77542541005118400790e+04
5.01600000000000000000e+05    4.35680627899541559600e+03    9.83778969610563799506e+04
5.01900000000000000000e+05    4.19923322647814620723e+03    9.88824785279971401906e+04
5.02200000000000000000e+05    4.06003130831439875692e+03    9.92778836788966145832e+04
5.02500000000000000000e+05    3.93765427348009507114e+03    9.95746893261275981786e+04
5.02800000000000000000e+05    3.83074557631163270344e+03    9.97839334867877041688e+04
5.03100000000000000000e+05    3.73812272480405499664e+03    9.99168942250443215016e+04
5.03400000000000000000e+05    3.65876312193003877837e+03    9.99848827150355646154e+04
5.03700000000000000000e+05    3.59179141809174461741e+03    9.99990535019492672291e+04
5.04000000000000000000e+05    3.53646836433706312164e+03    9.99702339054771291558e+04
5.04300000000000000000e+05    3.49218113645473522411e+03    9.99087734670452045975e+04
5.04600000000000000000e+05    3.45843508767985304075e+03    9.98244134295499388827e+04
5.04900000000000000000e+05    3.43484688089840028624e+03    9.97261754815693566343e+04
5.05200000000000000000e+05    3.42113894855649232341e+03    9.96222684103451465489e+04
5.05500000000000000000e+05    3.41713522878104231495e+03    9.95200108918740734225e+04
5.05800000000000000000e+05    3.42275812849332987753e+03    9.94257683964163006749e+04
5.06100000000000000000e+05    3.43802666767408163651e+03    9.93449020918982132571e+04
5.06400000000000000000e+05    3.46305576265381841949e+03    9.92817276704572432209e+04
5.06700000000000000000e+05    3.49805660966644336440e+03    9.92394821871711174026e+04
5.07000000000000000000e+05    3.54333813227517566702e+03    9.92202972666665591532e+04
5.07300000000000000000e+05    3.59930945704048053813e+03    9.92251773850346216932e+04
5.07600000000000000000e+05    3.66648338033012623782e+03    9.92539823542993690353e+04
5.07900000000000000000e+05    3.74548078484042298442e+03    9.93054136085218051448e+04
5.08200000000000000000e+05    3.83703595654737819132e+03    9.93770043988768593408e+04
5.08500000000000000000e+05    3.94200274074887511233e+03    9.94651145341105439002e+04
5.08800000000000000000e+05    4.06136145888719829600e+03    9.95649308361100265756e+04
5.09100000000000000000e+05    4.19622648524089254352e+03    9.96704749996275058948e+04
5.09400000000000000000e+05    4.34785435365477496816e+03    9.97746210295846249210e+04
5.09700000000000000000e+05    4.51765222861885195016e+03    9.98691248546677670674e+04
5.10000000000000000000e+05    4.70718653172663380246e+03    9.99446690543572331080e+04
5.10300000000000000000e+05    4.91819146356847159041e+03    9.99909258568558725528e+04
5.10600000000000000000e+05    5.15257710250163654564e+03    9.99966416336512484122e+04
5.10900000000000000000e+05    5.41243669598574069823e+03    9.99497459975336532807e+04
5.11200000000000000000e+05    5.70005268835789138393e+03    9.98374882707453507464e+04
5.11500000000000000000e+05    6.01790095287595522677e+03    9.96466034989233448869e+04
5.11800000000000000000e+05    6.36865261829725932330e+03    9.93635093232178769540e+04
5.12100000000000000000e+05    6.75517280492658574076e+03    9.89745338789524394087e+04
5.12400000000000000000e+05    7.18051551685320919205e+03    9.84661734735508944141e+04
5.12700000000000000000e+05    7.64791388208096486778e+03    9.78253771405095612863e+04
5.13000000000000000000e+05    8.16076489764500456658e+03    9.70398533269357576501e+04
5.13300000000000000000e+05    8.72260783082052512327e+03    9.60983920342783676460e+04
5.13600000000000000000e+05    9.33709545904909646197e+03    9.49911938071380718611e+04
5.13900000000000000000e+05    1.00079574092962720897e+04    9.37101951888099283678e+04
5.14200000000000000000e+05    1.07389549908117933228e+04    9.22493787863204779569e+04
5.14500000000000000000e+05    1.15338271109441138833e+04    9.06050550696683494607e+04
5.14800000000000000000e+05    1.23962271266240095429e+04    8.87761026192820572760e+04
5.15100000000000000000e+05    1.33296508157978878444e+04    8.67641538576161547098e+04
5.15400000000000000000e+05    1.43373560502573363920e+04    8.45737144397999945795e+04
5.15700000000000000000e+05    1.54222752051313709671e+04    8.22122064627394720446e+04
5.16000000000000000000e+05    1.65869218356183046126e+04    7.96899284425788209774e+04
5.16300000000000000000e+05    1.78332936664818698773e+04    7.70199284938201744808e+04
5.16600000000000000000e+05    1.91627744461386464536e+04    7.42177911345495667774e+04
5.16900000000000000000e+05    2.05760376811727364839e+04    7.13013423938309570076e+04
5.17200000000000000000e+05    2.20729556515222720918e+04    6.82902821184555941727e+04
5.17500000000000000000e+05    2.36525173729317939433e+04    6.52057562574913099525e+04
5.17800000000000000000e+05    2.53127592852146553923e+04    6.20698851458219578490e+04
5.18100000000000000000e+05    2.70507123717143294925e+04    5.89052661548604155541e+04
5.18400000000000000000e+05    2.88623691356338385958e+04    5.57344703411827795208e+04
5.18700000000000000000e+05    3.07426733638700352458e+04    5.25795528023809019942e+04
5.19000000000000000000e+05    3.26855349050233089656e+04    4.94615953446021230775e+04
5.19300000000000000000e+05    3.46838707982304185862e+04    4.64002978788551918115e+04
5.19600000000000000000e+05    3.67296730526854007621e+04    4.34136318825521448161e+04
5.19900000000000000000e+05    3.88141022480501342216e+04    4.05175655460626585409e+04
5.20200000000000000000e+05    4.09276049682890661643e+04    3.77258661684971957584e+04
5.20500000000000000000e+05    4.30600519670772773679e+04    3.50499812788395211101e+04
5.20800000000000000000e+05    4.52008929635963577311e+04    3.24989961238799114653e+04
5.21100000000000000000e+05    4.73393231492716513458e+04    3.00796618235655987519e+04
5.21400000000000000000e+05    4.94644559036569917225e+04    2.77964858240262474283e+04
5.21700000000000000000e+05    5.15654959097020837362e+04    2.56518743824221637624e+04
5.22000000000000000000e+05    5.36319068440036062384e+04    2.36463157262027343677e+04
5.22300000000000000000e+05    5.56535680944542909856e+04    2.17785922060235752724e+04
5.22600000000000000000e+05    5.76209155036966403713e+04    2.00460101166392414598e+04
5.22900000000000000000e+05    5.95250619117786773131e+04    1.84446367664099343529e+04
5.23200000000000000000e+05    6.13578942215267234133e+04    1.69695356863251145114e+04
5.23500000000000000000e+05    6.31121447727567065158e+04    1.56149924324401908962e+04
5.23800000000000000000e+05    6.47814359206331646419e+04    1.43747251097506850783e+04
5.24100000000000000000e+05    6.63602978057135478593e+04    1.32420754084963427886e+04
5.24400000000000000000e+05    6.78441603217556985328e+04    1.22101774989123605337e+04
5.24700000000000000000e+05    6.92293211859935836401e+04    1.12721035085094918031e+04
5.25000000000000000000e+05    7.05128927620055183070e+04    1.04209854650218549068e+04
5.25300000000000000000e+05    7.16927308578985102940e+04    9.65011451027855764551e+03
5.25600000000000000000e+05    7.27673491159890836570e+04    8.95301887724074003927e+03
5.25900000000000000000e+05    7.37358228301436029142e+04    8.32352259078397401026e+03
5.26200000000000000000e+05    7.45976860886611248134e+04    7.75578712884778178704e+03
5.26500000000000000000e+05    7.53528260661091626389e+04    7.24433839605277171358e+03
5.26800000000000000000e+05    7.60013781030155514600e+04    6.78408135020102236012e+03
5.27100000000000000000e+05    7.65436249451270996360e+04    6.37030451557339074498e+03
5.27400000000000000000e+05    7.69799031902394490317e+04    5.99867644497743003740e+03
5.27700000000000000000e+05    7.73105196334758657031e+04    5.66523598028652486391e+03
5.28000000000000000000e+05    7.75356798298997164238e+04    5.36637792936569258018e+03
5.28300000000000000000e+05    7.76554308196748897899e+04    5.09883554181313684239e+03
5.28600000000000000000e+05    7.76696195932533446467e+04    4.85966093858164549601e+03
5.28900000000000000000e+05    7.75778685144293849589e+04    4.64620443927814085328e+03
5.29200000000000000000e+05    7.73795685649177175947e+04    4.45609354066619926016e+03
5.29500000000000000000e+05    7.70738909189648547908e+04    4.28721213303640979575e+03
5.29800000000000000000e+05    7.66598169913690362591e+04    4.13768039823488561524e+03
5.30100000000000000000e+05    7.61361867170494952006e+04    4.00583571350597412675e+03
