#          Time_in_sec([])              CONDENS_SINK([])              CON_SIN_NITR([])
5.30400000000000000000e+05    7.55017644053971307585e+04    3.89021478728044894524e+03
5.30700000000000000000e+05    7.47553210605936183129e+04    3.78953717448328370665e+03
5.31000000000000000000e+05    7.38957315663929766743e+04    3.70269025746212355443e+03
5.31300000000000000000e+05    7.29220846023909543874e+04    3.62871573180664290703e+03
5.31600000000000000000e+05    7.18338025971808092436e+04    3.56679760179370077822e+03
5.31900000000000000000e+05    7.06307684484555211384e+04    3.51625166577716117899e+03
5.32200000000000000000e+05    6.93134551756355213001e+04    3.47651645557822030241e+03
5.32500000000000000000e+05    6.78830541494368953863e+04    3.44714558409512756043e+03
5.32800000000000000000e+05    6.63415971043859317433e+04    3.42780145043984202857e+03
5.33100000000000000000e+05    6.46920668286538930261e+04    3.41825025063323164431e+03
5.33400000000000000000e+05    6.29384912866447630222e+04    3.41835824314817500635e+03
5.33700000000000000000e+05    6.10860160072219950962e+04    3.42808922143483596301e+03
5.34000000000000000000e+05    5.91409499011715161032e+04    3.44750314917229206912e+03
5.34300000000000000000e+05    5.71107802806012550718e+04    3.47675591763682314195e+03
5.34600000000000000000e+05    5.50041537490838745725e+04    3.51610018759431113722e+03
5.34900000000000000000e+05    5.28308208023272673017e+04    3.56588727988334176189e+03
5.35200000000000000000e+05    5.06015433896035756334e+04    3.62657007874033115513e+03
5.35500000000000000000e+05    4.83279662766387918964e+04    3.69870690930677164943e+03
5.35800000000000000000e+05    4.60224547393169050338e+04    3.78296634500701611614e+03
5.36100000000000000000e+05    4.36979028045213781297e+04    3.88013289092578315831e+03
5.36400000000000000000e+05    4.13675178289312316338e+04    3.99111347524735310799e+03
5.36700000000000000000e+05    3.90445885555633867625e+04    4.11694466153061694058e+03
5.37000000000000000000e+05    3.67422448065398639301e+04    4.25880046938001942181e+03
5.37300000000000000000e+05    3.44732175729638183839e+04    4.41800065926055413001e+03
5.37600000000000000000e+05    3.22496083907516622276e+04    4.59601929822809688631e+03
5.37900000000000000000e+05    3.00826765218682521663e+04    4.79449337680061216815e+03
5.38200000000000000000e+05    2.79826516095392871648e+04    5.01523119293150921294e+03
5.38500000000000000000e+05    2.59585781980167121219e+04    5.26022015729314171040e+03
5.38800000000000000000e+05    2.40181968909077768330e+04    5.53163360556902080134e+03
5.39100000000000000000e+05    2.21678650816653607762e+04    5.83183612956067918276e+03
5.39400000000000000000e+05    2.04125182554368693673e+04    6.16338686183207119029e+03
5.39700000000000000000e+05    1.87556709660218220961e+04    6.52904007148331038479e+03
5.40000000000000000000e+05    1.71994548589420701319e+04    6.93174235568290714582e+03
5.40300000000000000000e+05    1.57446896452849450725e+04    7.37462564819122417248e+03
5.40600000000000000000e+05    1.43909818068070962909e+04    7.86099521885789999942e+03
5.40900000000000000000e+05    1.31368450739845502540e+04    8.39431181462509630364e+03
5.41200000000000000000e+05    1.19798363749176714919e+04    8.97816710147345111181e+03
5.41500000000000000000e+05    1.09167009830520619289e+04    9.61625161704282982100e+03
5.41800000000000000000e+05    9.94352094890633816249e+03    1.03123145442952627491e+04
5.42100000000000000000e+05    9.05586152043020410929e+03    1.10701147757053877285e+04
5.42400000000000000000e+05    8.24891106315356228151e+03    1.18933629614384426532e+04
5.42700000000000000000e+05    7.51761090751532083232e+03    1.27856545273257761437e+04
5.43000000000000000000e+05    6.85677250372778416931e+03    1.37503940087583741843e+04
5.43300000000000000000e+05    6.26118019106643259875e+03    1.47907114694024785422e+04
5.43600000000000000000e+05    5.72567873854949630186e+03    1.59093722474066507857e+04
5.43900000000000000000e+05    5.24524555216618136910e+03    1.71086817785170787829e+04
5.44200000000000000000e+05    4.81504804927077384491e+03    1.83903877605834022688e+04
5.44500000000000000000e+05    4.43048716577265349770e+03    1.97555824165709709632e+04
5.44800000000000000000e+05    4.08722828945951505375e+03    2.12046080479258962441e+04
5.45100000000000000000e+05    3.78122111456814445773e+03    2.27369694088373435079e+04
5.45400000000000000000e+05    3.50871000538754287845e+03    2.43512566366061000735e+04
5.45700000000000000000e+05    3.26623645997095854909e+03    2.60450825095831351064e+04
5.46000000000000000000e+05    3.05063519946325277488e+03    2.78150376448060305847e+04
5.46300000000000000000e+05    2.85902529377628161456e+03    2.96566668760970715084e+04
5.46600000000000000000e+05    2.68879758799952060144e+03    3.15644694674656821007e+04
5.46900000000000000000e+05    2.53759953098525875248e+03    3.35319250295356760034e+04
5.47200000000000000000e+05    2.40331834001130391698e+03    3.55515460483493152424e+04
5.47500000000000000000e+05    2.28406327237341201908e+03    3.76149568521480832715e+04
5.47800000000000000000e+05    2.17814762258024074981e+03    3.97129976916999876266e+04
5.48100000000000000000e+05    2.08407092657318708007e+03    4.18358514616548709455e+04
5.48400000000000000000e+05    2.00050173420787814393e+03    4.39731895165234673186e+04
5.48700000000000000000e+05    1.92626120877469816151e+03    4.61143321052727478673e+04
5.49000000000000000000e+05    1.86030772717933109561e+03    4.82484182250870508142e+04
5.49300000000000000000e+05    1.80172258538608843992e+03    5.03645792259395238943e+04
5.49600000000000000000e+05    1.74969685923866245503e+03    5.24521103137176178279e+04
5.49900000000000000000e+05    1.70351942898450670327e+03    5.45006342108308235765e+04
5.50200000000000000000e+05    1.66256614485293812322e+03    5.65002516287352627842e+04
5.50500000000000000000e+05    1.62629008905150362807e+03    5.84416738563484832412e+04
5.50800000000000000000e+05    1.59421287486946835088e+03    6.03163336252797525958e+04
5.51100000000000000000e+05    1.56591691470958630816e+03    6.21164714188747602748e+04
5.51400000000000000000e+05    1.54103858451171186061e+03    6.38351954826240762486e+04
5.51700000000000000000e+05    1.51926221108792424275e+03    6.54665149029023741605e+04
5.52000000000000000000e+05    1.50031481045248483497e+03    6.70053461881705297856e+04
5.52300000000000000000e+05    1.48396150856987810585e+03    6.84474947591031523189e+04
5.52600000000000000000e+05    1.47000158048266393962e+03    6.97896135906302952208e+04
5.52900000000000000000e+05    1.45826504906943796414e+03    7.10291419221486430615e+04
5.53200000000000000000e+05    1.44860979038409323039e+03    7.21642274483592482284e+04
5.53500000000000000000e+05    1.44091909839226900658e+03    7.31936357213082810631e+04
5.53800000000000000000e+05    1.43509966777182171427e+03    7.41166506443259277148e+04
5.54100000000000000000e+05    1.43107995916030199623e+03    7.49329699391693429789e+04
5.54400000000000000000e+05    1.42880891673554469889e+03    7.56425993429129302967e+04
5.54700000000000000000e+05    1.42825501325806362729e+03    7.62457490680103801424e+04
5.55000000000000000000e+05    1.42940560266130432865e+03    7.67427357645910669817e+04
5.55300000000000000000e+05    1.43226656493694849814e+03    7.71338928834933467442e+04
5.55600000000000000000e+05    1.43686223242391884014e+03    7.74194919730986439390e+04
5.55900000000000000000e+05    1.44323559067017117741e+03    7.75996770690332341474e+04
5.56200000000000000000e+05    1.45144875079093617387e+03    7.76744139640602661530e+04
5.56500000000000000000e+05    1.46158369368343892347e+03    7.76434557812400889816e+04
5.56800000000000000000e+05    1.47374328955212422443e+03    7.75063259166921197902e+04
5.57100000000000000000e+05    1.48805259890922434352e+03    7.72623190646680304781e+04
5.57400000000000000000e+05    1.50466046348265626875e+03    7.69105206794345867820e+04
5.57700000000000000000e+05    1.52374139720143807608e+03    7.64498448560019169236e+04
5.58000000000000000000e+05    1.54549778852418558017e+03    7.58790902149222674780e+04
5.58300000000000000000e+05    1.57016242568235179533e+03    7.51970129463430348551e+04
5.58600000000000000000e+05    1.59800135574468458799e+03    7.44024156992667121813e+04
5.58900000000000000000e+05    1.62931708655057059332e+03    7.34942504921325598843e+04
5.59200000000000000000e+05    1.66445213724627001284e+03    7.24717332750015339116e+04
5.59500000000000000000e+05    1.70379293808751845063e+03    7.13344672036777046742e+04
5.59800000000000000000e+05    1.74777407300559798387e+03    7.00825711118982435437e+04
5.60100000000000000000e+05    1.79688284880436867752e+03    6.87168091173352586338e+04
5.60400000000000000000e+05    1.85166416237890985030e+03    6.72387168061408156063e+04
5.60700000000000000000e+05    1.91272562163907923605e+03    6.56507190508765343111e+04
5.61000000000000000000e+05    1.98074285653147353514e+03    6.39562342731645912863e+04
5.61300000000000000000e+05    2.05646493339402968559e+03    6.21597599107083733543e+04
5.61600000000000000000e+05    2.14071975867115088477e+03    6.02669340299278119346e+04
5.61900000000000000000e+05    2.23441932675625230331e+03    5.82845684727485568146e+04
5.62200000000000000000e+05    2.33856463163863782029e+03    5.62206496577174912090e+04
5.62500000000000000000e+05    2.45425002364078272876e+03    5.40843041718111271621e+04
5.62800000000000000000e+05    2.58266675175629370642e+03    5.18857275682234467240e+04
5.63100000000000000000e+05    2.72510539030992822518e+03    4.96360762813059845939e+04
5.63400000000000000000e+05    2.88295680774634183763e+03    4.73473242133952007862e+04
5.63700000000000000000e+05    3.05771129777228588864e+03    4.50320872492437410983e+04
5.64000000000000000000e+05    3.25095546185334706024e+03    4.27034206066348269815e+04
5.64300000000000000000e+05    3.46436641075493071185e+03    4.03745954236142497393e+04
5.64600000000000000000e+05    3.69970284541025375802e+03    3.80588622027747114771e+04
5.64900000000000000000e+05    3.95879258814180138870e+03    3.57692095831589467707e+04
5.65200000000000000000e+05    4.24351616839520283975e+03    3.35181273154919035733e+04
5.65500000000000000000e+05    4.55578612657761550508e+03    3.13173822327856287302e+04
5.65800000000000000000e+05    4.89752178848260882660e+03    2.91778154292543695192e+04
5.66100000000000000000e+05    5.27061938306494539574e+03    2.71091678185632808891e+04
5.66400000000000000000e+05    5.67691752824947161571e+03    2.51199398074030832504e+04
5.66700000000000000000e+05    6.11815829111291168374e+03    2.32172890930941175611e+04
5.67000000000000000000e+05    6.59594423572560481261e+03    2.14069686970610746357e+04
5.67300000000000000000e+05    7.11169209702322223166e+03    1.96933054122559842654e+04
5.67600000000000000000e+05    7.66658395238373850589e+03    1.80792170023803810182e+04
5.67900000000000000000e+05    8.26151699170078245515e+03    1.65662648604907299159e+04
5.68200000000000000000e+05    8.89705319734001386678e+03    1.51547375068088113039e+04
5.68500000000000000000e+05    9.57337042202107841149e+03    1.38437593425055620173e+04
5.68800000000000000000e+05    1.02902164799598413083e+04    1.26314185067060025176e+04
5.69100000000000000000e+05    1.10468679304654942825e+04    1.15149075039310500870e+04
5.69400000000000000000e+05    1.18420952222168689332e+04    1.04906704458027088549e+04
5.69700000000000000000e+05    1.26741357732273336296e+04    9.55455122868139733328e+03
5.70000000000000000000e+05    1.35406763837482467352e+04    8.70193767767587996786e+03
5.70300000000000000000e+05    1.44388461205664552836e+04    7.92789755015169430408e+03
5.70600000000000000000e+05    1.53652204808610604232e+04    7.22730323222740480560e+03
5.70900000000000000000e+05    1.63158372573375709180e+04    6.59494291045829140785e+03
5.71200000000000000000e+05    1.72862241039523505606e+04    6.02561690009049561922e+03
5.71500000000000000000e+05    1.82714373668391126557e+04    5.51421861707313564693e+03
5.71800000000000000000e+05    1.92661113234766271489e+04    5.05580036431321150303e+03
5.72100000000000000000e+05    2.02645165898233826738e+04    4.64562464843516681867e+03
5.72400000000000000000e+05    2.12606261328746440995e+04    4.27920214880382445699e+03
5.72700000000000000000e+05    2.22481870835984118457e+04    3.95231773277151069124e+03
5.73000000000000000000e+05    2.32207963955862578587e+04    3.66104606404551441301e+03
5.73300000000000000000e+05    2.41719783445591929194e+04    3.40175840310081866846e+03
5.73600000000000000000e+05    2.50952619128290098161e+04    3.17112216998074654839e+03
5.73900000000000000000e+05    2.59842562439769171760e+04    2.96609475095151674395e+03
5.74200000000000000000e+05    2.68327225735649117269e+04    2.78391290021997065196e+03
5.74500000000000000000e+05    2.76346413242433372943e+04    2.62207893283272414919e+03
5.74800000000000000000e+05    2.83842733776325221697e+04    2.47834473867228371091e+03
5.75100000000000000000e+05    2.90762148788000013155e+04    2.35069448089796242130e+03
5.75400000000000000000e+05    2.97054452701554109808e+04    2.23732668313174372088e+03
5.75700000000000000000e+05    3.02673685698195877194e+04    2.13663626350484582872e+03
5.76000000000000000000e+05    3.07578481873560267559e+04    2.04719694354649095658e+03
5.76300000000000000000e+05    3.11732357931977021508e+04    1.96774434726648223659e+03
5.76600000000000000000e+05    3.15103949172347347485e+04    1.89716001080864998585e+03
5.76900000000000000000e+05    3.17667200412399361085e+04    1.83445644495681449371e+03
5.77200000000000000000e+05    3.19401519677553551446e+04    1.77876333017141701021e+03
5.77500000000000000000e+05    3.20291901973888452630e+04    1.72931487499600279989e+03
5.77800000000000000000e+05    3.20329029333605903958e+04    1.68543833172752260907e+03
5.78100000000000000000e+05    3.19509351659410021966e+04    1.64654363632098875314e+03
