      1.20      5.00      6.00      0.00        165.121       2.11e-10       6.11e+09
      0.44      9.00      4.00      0.00        184.189       3.14e-10       9.11e+09
      2.00      5.00     10.00      2.00        256.124       3.21e-15       9.30e+04
      1.29      7.00      9.00      1.00        249.132       3.48e-14       1.01e+06
      0.80      5.00      4.00      0.00        134.131       4.26e-10       1.24e+10
      0.67      9.00      6.00      1.00        231.203       4.28e-08       1.24e+12
      0.44      9.00      4.00      0.00        186.205       1.27e-10       3.68e+09
      0.36     14.00      5.00      0.00        270.322       2.24e-14       6.50e+05
      1.00      6.00      6.00      0.00        175.116       3.70e-08       1.07e+12
      0.54     13.00      7.00      0.00        288.294       1.96e-19       5.68e+00
      0.57      7.00      4.00      0.00        158.152       1.35e-09       3.91e+10
      0.71      7.00      5.00      0.00        175.159       2.66e-11       7.72e+08
      0.50      8.00      4.00      0.00        172.179       3.65e-12       1.06e+08
      0.42     12.00      5.00      0.00        243.276       6.59e-12       1.91e+08
      1.80      5.00      9.00      2.00        242.141       3.13e-18       9.07e+01
      0.70     10.00      7.00      1.00        261.229       4.03e-14       1.17e+06
      0.13     15.00      2.00      0.00        237.358       4.72e-09       1.37e+11
      1.00      7.00      7.00      1.00        223.181       6.64e-09       1.93e+11
      1.00      5.00      5.00      0.00        146.098       5.22e-10       1.51e+10
      0.36     14.00      5.00      0.00        269.139       2.46e-10       7.15e+09
      0.50      6.00      3.00      0.00        130.142       2.16e-09       6.27e+10
      0.60      5.00      3.00      0.00        118.131       4.71e-08       1.36e+12
      1.50      4.00      6.00      0.00        150.087       5.48e-13       1.59e+07
      0.50     12.00      6.00      0.00        260.284       3.12e-20       9.05e-01
      1.20      5.00      6.00      0.00        164.113       1.72e-16       4.98e+03
      1.17      6.00      7.00      1.00        209.154       3.22e-08       9.33e+11
      0.31     13.00      4.00      0.00        241.303       1.15e-12       3.34e+07
      0.38      8.00      3.00      0.00        158.195       1.60e-08       4.64e+11
      0.50      8.00      4.00      0.00        170.163       3.97e-09       1.15e+11
      1.50      4.00      6.00      1.00        165.101       1.60e-12       4.65e+07
      0.58     12.00      7.00      0.00        275.275       4.48e-15       1.30e+05
      0.38      8.00      3.00      0.00        156.179       1.80e-08       5.22e+11
      0.38     13.00      5.00      0.00        256.295       3.34e-14       9.69e+05
      0.40     15.00      6.00      0.00        302.363       8.26e-22       2.39e-02
      1.20      5.00      6.00      1.00        178.120       4.47e-08       1.30e+12
      0.36     11.00      4.00      0.00        213.250       1.22e-09       3.53e+10
      1.00      7.00      7.00      1.00        223.181       6.64e-09       1.93e+11
      0.40     10.00      4.00      0.00        200.232       3.01e-09       8.73e+10
      0.75      8.00      6.00      0.00        204.177       1.00e-14       2.90e+05
      0.86      7.00      6.00      0.00        188.135       9.18e-11       2.66e+09
      1.40      5.00      7.00      1.00        197.143       2.24e-15       6.51e+04
      0.71      7.00      5.00      0.00        175.159       5.86e-08       1.70e+12
      0.33     12.00      4.00      0.00        227.277       2.84e-10       8.24e+09
      0.80      5.00      4.00      0.00        132.115       4.74e-10       1.37e+10
      0.42     12.00      5.00      0.00        243.276       3.20e-10       9.28e+09
      1.20      5.00      6.00      1.00        181.144       2.17e-13       6.29e+06
      0.29     14.00      4.00      0.00        253.314       1.11e-09       3.21e+10
      1.40      5.00      7.00      1.00        196.135       3.02e-09       8.75e+10
      1.20      5.00      6.00      0.00        162.097       4.38e-11       1.27e+09
      0.33      9.00      3.00      0.00        168.190       9.80e-09       2.84e+11
      0.57      7.00      4.00      0.00        160.168       7.84e-12       2.27e+08
      0.57      7.00      4.00      0.00        158.152       2.22e-09       6.45e+10
      0.20     10.00      2.00      0.00        168.233       7.52e-08       2.18e+12
      1.00      5.00      5.00      0.00        149.122       1.20e-11       3.47e+08
      0.50     14.00      7.00      0.00        304.336       1.65e-22       4.77e-03
      0.42     12.00      5.00      0.00        242.268       6.87e-14       1.99e+06
      0.44      9.00      4.00      0.00        186.205       4.80e-10       1.39e+10
      1.40      5.00      7.00      1.00        193.112       2.39e-08       6.92e+11
      1.00      5.00      5.00      0.00        149.122       2.66e-11       7.72e+08
      1.80      5.00      9.00      1.00        227.126       9.03e-17       2.62e+03
      0.40     10.00      4.00      0.00        200.232       1.42e-10       4.12e+09
      0.83      6.00      5.00      0.00        162.141       2.19e-10       6.35e+09
      0.60      5.00      3.00      0.00        118.131       2.07e-08       6.02e+11
      0.62      8.00      5.00      0.00        190.194       6.06e-14       1.76e+06
      0.67      6.00      4.00      0.00        144.125       1.15e-08       3.33e+11
      2.20      5.00     11.00      2.00        272.124       4.86e-15       1.41e+05
      0.56      9.00      5.00      0.00        202.204       2.24e-12       6.49e+07
      0.80      5.00      4.00      0.00        134.131       4.81e-11       1.40e+09
